### Cluster 45 — Symptoms (134)
Symptom,Frequency 
bitter taste when drinking,thorax stitches worse on cough,1.0,1
bitter taste when drinking,tearing pains from nape to sacrum,1.0,1
bitter taste when drinking,drawing from sacrum to right scrobiculum,1.0,1
bitter taste when drinking,limbs feel lame,1.0,1
bitter taste when drinking,vertebrae soreness worse on pressure,1.0,1
bitter taste when drinking,intellect impaired,1.0,1
bitter taste when drinking,pain in heel as if pinched,1.0,1
bitter taste when drinking,constrictive pressure below left clavicle,1.0,1
bitter taste when drinking,full heavy feeling in abdomen,1.0,1
bitter taste when drinking,urine profuse,1.0,1
bitter taste when drinking,cutting pain in arms,1.0,1
bitter taste when drinking,reduced freedom of arm use,1.0,1
bitter taste when drinking,back pains worse from touch,1.0,1
bitter taste when drinking,oppressive pain beneath right scapula,1.0,1
bitter taste when drinking,stitches beneath right scapula,1.0,1
bitter taste when drinking,restlessness of limbs,1.0,1
bitter taste when drinking,pressive pain in liver region,1.0,1
bitter taste when drinking,whites of eyes yellow,1.0,1
bitter taste when drinking,pressive pain in left neck muscles,1.0,1
bitter taste when drinking,rheumatic attack of arms with jaundice,1.0,1
bitter taste when drinking,lancinating pain in heart region,1.0,1
bitter taste when drinking,sternum pain worse on inspiration,1.0,1
bitter taste when drinking,cutting pains in calves,1.0,1
bitter taste when drinking,hard pressive pain below patella,1.0,1
bitter taste when drinking,fixed pain beneath right scapula,1.0,1
bitter taste when drinking,neck feels as if constricted by hand,1.0,1
bitter taste when drinking,drawing pain from right shoulder to wrist,1.0,1
bitter taste when drinking,eyes protuberant,1.0,1
bitter taste when drinking,aching soreness in vertebrae,1.0,1
bitter taste when drinking,pain extends into deltoid muscle,1.0,1
bitter taste when drinking,eyes burning,1.0,1
bitter taste when drinking,shooting pain in right hip,1.0,1
bitter taste when drinking,violent stitches in right thorax,1.0,1
violent pain in knee,heaviness in nape muscles,1.0,1
violent pain in knee,severe pains under left scapula,1.0,1
violent pain in knee,violent pain under seventh rib,1.0,1
violent pain in knee,stiffness of right knee,1.0,1
violent pain in knee,tearing in metacarpal bones,1.0,1
violent pain in knee,limbs feel stiff,1.0,1
violent pain in knee,coldness of left arm,1.0,1
violent pain in knee,pain behind sternum,1.0,1
violent pain in knee,oedema,1.0,1
violent pain in knee,sensation as if lower lumbar vertebrae would separate,1.0,1
violent pain in knee,bitter taste when drinking,1.0,1
violent pain in knee,vertebrae separation sensation on stooping,1.0,1
violent pain in knee,sensation as if abdomen constricted with string,1.0,1
violent pain in knee,violent tearing pains in limbs,1.0,1
violent pain in knee,ankle hardest on inner side,1.0,1
violent pain in knee,neck feels as if broken,1.0,1
violent pain in knee,pulse full,1.0,1
violent pain in knee,thorax stitches worse on inspiration,1.0,1
violent pain in knee,pain in cervical muscles,1.0,1
violent pain in knee,limbs feel heavy,1.0,1
violent pain in knee,hands hot,1.0,1
violent pain in knee,drawing in occiput,1.0,1
violent pain in knee,stiffness of wrists,1.0,1
violent pain in knee,drawing in nape,1.0,1
violent pain in knee,paralytic pain in left shoulder,1.0,1
violent pain in knee,hip pain extends to feet,1.0,1
violent pain in knee,thorax stitches worse on motion,1.0,1
violent pain in knee,pain in right clavicle,1.0,1
violent pain in knee,rheumatic troubles about chest,1.0,1
violent pain in knee,sensation of sand in eye,1.0,1
violent pain in knee,urine dark yellow,1.0,1
violent pain in knee,oedema from venous congestion,1.0,1
violent pain in knee,violent tearing pains in back,1.0,1
violent pain in knee,pain under right shoulder blade,1.0,1
violent pain in knee,stiffness of right neck muscles,1.0,1
violent pain in knee,sole cramps worse by putting foot down,1.0,1
violent pain in knee,hip pain worse on right side,1.0,1
violent pain in knee,severe pain in spine between shoulders,1.0,1
violent pain in knee,amaurosis from rheumatic troubles,1.0,1
violent pain in knee,anxious,1.0,1
violent pain in knee,sensation as if weights hung on right leg,1.0,1
violent pain in knee,lancinating pains in pectoral muscles,1.0,1
violent pain in knee,head drawn to left,1.0,1
violent pain in knee,stitches in right side of chest,1.0,1
violent pain in knee,pressing pain beneath right scapula,1.0,1
violent pain in knee,pain across umbilicus,1.0,1
violent pain in knee,rose-red elastic swelling,1.0,1
violent pain in knee,fingertips cold,1.0,1
violent pain in knee,violent pain in popliteal space,1.0,1
violent pain in knee,tightness of chest,1.0,1
violent pain in knee,urine milky,1.0,1
violent pain in knee,foot oedematous,1.0,1
violent pain in knee,associated with hepatic affections,1.0,1
violent pain in knee,yellow nose,1.0,1
violent pain in knee,cutting pains in arms,1.0,1
violent pain in knee,shoulder pain from scapula,1.0,1
violent pain in knee,rheumatic troubles about abdomen,1.0,1
violent pain in knee,left half of neck stiff,1.0,1
violent pain in knee,pressure extending to neck,1.0,1
violent pain in knee,pulse hard,1.0,1
violent pain in knee,hip pain extends to legs,1.0,1
violent pain in knee,paralytic pain in left arm,1.0,1
violent pain in knee,tongue thickly coated yellow,1.0,1
violent pain in knee,intellect dull,1.0,1
violent pain in knee,swelling of elbows,1.0,1
violent pain in knee,vertebrae soreness worse by motion,1.0,1
violent pain in knee,antidotes bryonia,1.0,1
violent pain in knee,constant pain under right scapula,1.0,1
violent pain in knee,bitter taste when eating,1.0,1
violent pain in knee,rose-coloured elastic swelling of ankle joints,1.0,1
violent pain in knee,finger pain worse by pressure,1.0,1
violent pain in knee,pain over elbow joint,1.0,1
violent pain in knee,burning in right knee,1.0,1
violent pain in knee,patient sensitive to touch,1.0,1
violent pain in knee,face yellow,1.0,1
violent pain in knee,yellow forehead,1.0,1
violent pain in knee,pain extends into chest,1.0,1
violent pain in knee,stiffness of cervical muscles,1.0,1
violent pain in knee,trembling of knees,1.0,1
violent pain in knee,urine turbid,1.0,1
violent pain in knee,periodic tightness in chest,1.0,1
violent pain in knee,tension in occiput,1.0,1
violent pain in knee,heaviness in occiput,1.0,1
violent pain in knee,spasmodic drawing pains in inguinal regions,1.0,1
violent pain in knee,pain extends into stomach,1.0,1
violent pain in knee,oedema mostly about ankle,1.0,1
violent pain in knee,eyes red,1.0,1
violent pain in knee,cramps in soles of feet,1.0,1
violent pain in knee,soreness in right chest,1.0,1
violent pain in knee,hip pain extends to abdomen,1.0,1
violent pain in knee,violent pains in right shoulder joint,1.0,1
violent pain in knee,sprained pain in left shoulder,1.0,1
violent pain in knee,pain in chest along sternum,1.0,1
violent pain in knee,yellow cheeks,1.0,1
violent pain in knee,deep-seated pain in right chest,1.0,1
violent pain in knee,indifferent,1.0,1
violent pain in knee,veins of hands swollen,1.0,1
violent pain in knee,paralytic heaviness of arms,1.0,1
violent pain in knee,tension in nape muscles,1.0,1
violent pain in knee,legs swollen,1.0,1
violent pain in knee,thorax stitches worse on cough,1.0,1
violent pain in knee,tearing pains from nape to sacrum,1.0,1
violent pain in knee,drawing from sacrum to right scrobiculum,1.0,1
violent pain in knee,limbs feel lame,1.0,1
violent pain in knee,vertebrae soreness worse on pressure,1.0,1
violent pain in knee,intellect impaired,1.0,1
violent pain in knee,pain in heel as if pinched,1.0,1
violent pain in knee,constrictive pressure below left clavicle,1.0,1
violent pain in knee,full heavy feeling in abdomen,1.0,1
violent pain in knee,urine profuse,1.0,1
violent pain in knee,cutting pain in arms,1.0,1
violent pain in knee,reduced freedom of arm use,1.0,1
violent pain in knee,back pains worse from touch,1.0,1
violent pain in knee,oppressive pain beneath right scapula,1.0,1
violent pain in knee,stitches beneath right scapula,1.0,1
violent pain in knee,restlessness of limbs,1.0,1
violent pain in knee,pressive pain in liver region,1.0,1
violent pain in knee,whites of eyes yellow,1.0,1
violent pain in knee,pressive pain in left neck muscles,1.0,1
violent pain in knee,rheumatic attack of arms with jaundice,1.0,1
violent pain in knee,lancinating pain in heart region,1.0,1
violent pain in knee,sternum pain worse on inspiration,1.0,1
violent pain in knee,cutting pains in calves,1.0,1
violent pain in knee,hard pressive pain below patella,1.0,1
violent pain in knee,fixed pain beneath right scapula,1.0,1
violent pain in knee,neck feels as if constricted by hand,1.0,1
violent pain in knee,drawing pain from right shoulder to wrist,1.0,1
violent pain in knee,eyes protuberant,1.0,1
violent pain in knee,aching soreness in vertebrae,1.0,1
violent pain in knee,pain extends into deltoid muscle,1.0,1
violent pain in knee,eyes burning,1.0,1
violent pain in knee,shooting pain in right hip,1.0,1
violent pain in knee,violent stitches in right thorax,1.0,1
trembling of knees,heaviness in nape muscles,1.0,1
trembling of knees,severe pains under left scapula,1.0,1
trembling of knees,violent pain under seventh rib,1.0,1
trembling of knees,stiffness of right knee,1.0,1
trembling of knees,tearing in metacarpal bones,1.0,1
trembling of knees,limbs feel stiff,1.0,1
trembling of knees,coldness of left arm,1.0,1
trembling of knees,pain behind sternum,1.0,1
trembling of knees,oedema,1.0,1
trembling of knees,sensation as if lower lumbar vertebrae would separate,1.0,1
trembling of knees,bitter taste when drinking,1.0,1
trembling of knees,violent pain in knee,1.0,1
trembling of knees,vertebrae separation sensation on stooping,1.0,1
trembling of knees,sensation as if abdomen constricted with string,1.0,1
trembling of knees,violent tearing pains in limbs,1.0,1
trembling of knees,ankle hardest on inner side,1.0,1
trembling of knees,neck feels as if broken,1.0,1
trembling of knees,pulse full,1.0,1
trembling of knees,thorax stitches worse on inspiration,1.0,1
trembling of knees,pain in cervical muscles,1.0,1
trembling of knees,limbs feel heavy,1.0,1
trembling of knees,hands hot,1.0,1
trembling of knees,drawing in occiput,1.0,1
trembling of knees,stiffness of wrists,1.0,1
trembling of knees,drawing in nape,1.0,1
trembling of knees,paralytic pain in left shoulder,1.0,1
trembling of knees,hip pain extends to feet,1.0,1
trembling of knees,thorax stitches worse on motion,1.0,1
trembling of knees,pain in right clavicle,1.0,1
trembling of knees,rheumatic troubles about chest,1.0,1
trembling of knees,sensation of sand in eye,1.0,1
trembling of knees,urine dark yellow,1.0,1
trembling of knees,oedema from venous congestion,1.0,1
trembling of knees,violent tearing pains in back,1.0,1
trembling of knees,pain under right shoulder blade,1.0,1
trembling of knees,stiffness of right neck muscles,1.0,1
trembling of knees,sole cramps worse by putting foot down,1.0,1
trembling of knees,hip pain worse on right side,1.0,1
trembling of knees,severe pain in spine between shoulders,1.0,1
trembling of knees,amaurosis from rheumatic troubles,1.0,1
trembling of knees,anxious,1.0,1
trembling of knees,sensation as if weights hung on right leg,1.0,1
trembling of knees,lancinating pains in pectoral muscles,1.0,1
trembling of knees,head drawn to left,1.0,1
trembling of knees,stitches in right side of chest,1.0,1
trembling of knees,pressing pain beneath right scapula,1.0,1
trembling of knees,pain across umbilicus,1.0,1
trembling of knees,rose-red elastic swelling,1.0,1
trembling of knees,fingertips cold,1.0,1
trembling of knees,violent pain in popliteal space,1.0,1
trembling of knees,tightness of chest,1.0,1
trembling of knees,urine milky,1.0,1
trembling of knees,foot oedematous,1.0,1
trembling of knees,associated with hepatic affections,1.0,1
trembling of knees,yellow nose,1.0,1
trembling of knees,cutting pains in arms,1.0,1
trembling of knees,shoulder pain from scapula,1.0,1
trembling of knees,rheumatic troubles about abdomen,1.0,1
trembling of knees,left half of neck stiff,1.0,1
trembling of knees,pressure extending to neck,1.0,1
trembling of knees,pulse hard,1.0,1
trembling of knees,hip pain extends to legs,1.0,1
trembling of knees,paralytic pain in left arm,1.0,1
trembling of knees,tongue thickly coated yellow,1.0,1
trembling of knees,intellect dull,1.0,1
trembling of knees,swelling of elbows,1.0,1
trembling of knees,vertebrae soreness worse by motion,1.0,1
trembling of knees,antidotes bryonia,1.0,1
trembling of knees,constant pain under right scapula,1.0,1
trembling of knees,bitter taste when eating,1.0,1
trembling of knees,rose-coloured elastic swelling of ankle joints,1.0,1
trembling of knees,finger pain worse by pressure,1.0,1
trembling of knees,pain over elbow joint,1.0,1
trembling of knees,burning in right knee,1.0,1
trembling of knees,patient sensitive to touch,1.0,1
trembling of knees,face yellow,1.0,1
trembling of knees,yellow forehead,1.0,1
trembling of knees,pain extends into chest,1.0,1
trembling of knees,stiffness of cervical muscles,1.0,1
trembling of knees,urine turbid,1.0,1
trembling of knees,periodic tightness in chest,1.0,1
trembling of knees,tension in occiput,1.0,1
trembling of knees,heaviness in occiput,1.0,1
trembling of knees,spasmodic drawing pains in inguinal regions,1.0,1
trembling of knees,pain extends into stomach,1.0,1
trembling of knees,oedema mostly about ankle,1.0,1
trembling of knees,eyes red,1.0,1
trembling of knees,cramps in soles of feet,1.0,1
trembling of knees,soreness in right chest,1.0,1
trembling of knees,hip pain extends to abdomen,1.0,1
trembling of knees,violent pains in right shoulder joint,1.0,1
trembling of knees,sprained pain in left shoulder,1.0,1
trembling of knees,pain in chest along sternum,1.0,1
trembling of knees,yellow cheeks,1.0,1
trembling of knees,deep-seated pain in right chest,1.0,1
trembling of knees,indifferent,1.0,1
trembling of knees,veins of hands swollen,1.0,1
trembling of knees,paralytic heaviness of arms,1.0,1
trembling of knees,tension in nape muscles,1.0,1
trembling of knees,legs swollen,1.0,1
trembling of knees,thorax stitches worse on cough,1.0,1
trembling of knees,tearing pains from nape to sacrum,1.0,1
trembling of knees,drawing from sacrum to right scrobiculum,1.0,1
trembling of knees,limbs feel lame,1.0,1
trembling of knees,vertebrae soreness worse on pressure,1.0,1
trembling of knees,intellect impaired,1.0,1
trembling of knees,pain in heel as if pinched,1.0,1
trembling of knees,constrictive pressure below left clavicle,1.0,1
trembling of knees,full heavy feeling in abdomen,1.0,1
trembling of knees,urine profuse,1.0,1
trembling of knees,cutting pain in arms,1.0,1
trembling of knees,reduced freedom of arm use,1.0,1
trembling of knees,back pains worse from touch,1.0,1
trembling of knees,oppressive pain beneath right scapula,1.0,1
trembling of knees,stitches beneath right scapula,1.0,1
trembling of knees,restlessness of limbs,1.0,1
trembling of knees,pressive pain in liver region,1.0,1
trembling of knees,whites of eyes yellow,1.0,1
trembling of knees,pressive pain in left neck muscles,1.0,1
trembling of knees,rheumatic attack of arms with jaundice,1.0,1
trembling of knees,lancinating pain in heart region,1.0,1
trembling of knees,sternum pain worse on inspiration,1.0,1
trembling of knees,cutting pains in calves,1.0,1
trembling of knees,hard pressive pain below patella,1.0,1
trembling of knees,fixed pain beneath right scapula,1.0,1
trembling of knees,neck feels as if constricted by hand,1.0,1
trembling of knees,drawing pain from right shoulder to wrist,1.0,1
trembling of knees,eyes protuberant,1.0,1
trembling of knees,aching soreness in vertebrae,1.0,1
trembling of knees,pain extends into deltoid muscle,1.0,1
trembling of knees,eyes burning,1.0,1
trembling of knees,shooting pain in right hip,1.0,1
trembling of knees,violent stitches in right thorax,1.0,1
intellect impaired,heaviness in nape muscles,1.0,1
intellect impaired,severe pains under left scapula,1.0,1
intellect impaired,violent pain under seventh rib,1.0,1
intellect impaired,stiffness of right knee,1.0,1
intellect impaired,tearing in metacarpal bones,1.0,1
intellect impaired,limbs feel stiff,1.0,1
intellect impaired,coldness of left arm,1.0,1
intellect impaired,pain behind sternum,1.0,1
intellect impaired,oedema,1.0,1
intellect impaired,sensation as if lower lumbar vertebrae would separate,1.0,1
intellect impaired,bitter taste when drinking,1.0,1
intellect impaired,violent pain in knee,1.0,1
intellect impaired,vertebrae separation sensation on stooping,1.0,1
intellect impaired,sensation as if abdomen constricted with string,1.0,1
intellect impaired,violent tearing pains in limbs,1.0,1
intellect impaired,ankle hardest on inner side,1.0,1
intellect impaired,neck feels as if broken,1.0,1
intellect impaired,pulse full,1.0,1
intellect impaired,thorax stitches worse on inspiration,1.0,1
intellect impaired,pain in cervical muscles,1.0,1
intellect impaired,limbs feel heavy,1.0,1
intellect impaired,hands hot,1.0,1
intellect impaired,drawing in occiput,1.0,1
intellect impaired,stiffness of wrists,1.0,1
intellect impaired,drawing in nape,1.0,1
intellect impaired,paralytic pain in left shoulder,1.0,1
intellect impaired,hip pain extends to feet,1.0,1
intellect impaired,thorax stitches worse on motion,1.0,1
intellect impaired,pain in right clavicle,1.0,1
intellect impaired,rheumatic troubles about chest,1.0,1
intellect impaired,sensation of sand in eye,1.0,1
intellect impaired,urine dark yellow,1.0,1
intellect impaired,oedema from venous congestion,1.0,1
intellect impaired,violent tearing pains in back,1.0,1
intellect impaired,pain under right shoulder blade,1.0,1
intellect impaired,stiffness of right neck muscles,1.0,1
intellect impaired,sole cramps worse by putting foot down,1.0,1
intellect impaired,hip pain worse on right side,1.0,1
intellect impaired,severe pain in spine between shoulders,1.0,1
intellect impaired,amaurosis from rheumatic troubles,1.0,1
intellect impaired,anxious,1.0,1
intellect impaired,sensation as if weights hung on right leg,1.0,1
intellect impaired,lancinating pains in pectoral muscles,1.0,1
intellect impaired,head drawn to left,1.0,1
intellect impaired,stitches in right side of chest,1.0,1
intellect impaired,pressing pain beneath right scapula,1.0,1
intellect impaired,pain across umbilicus,1.0,1
intellect impaired,rose-red elastic swelling,1.0,1
intellect impaired,fingertips cold,1.0,1
intellect impaired,violent pain in popliteal space,1.0,1
intellect impaired,tightness of chest,1.0,1
intellect impaired,urine milky,1.0,1
intellect impaired,foot oedematous,1.0,1
intellect impaired,associated with hepatic affections,1.0,1
intellect impaired,yellow nose,1.0,1
intellect impaired,cutting pains in arms,1.0,1
intellect impaired,shoulder pain from scapula,1.0,1
intellect impaired,rheumatic troubles about abdomen,1.0,1
intellect impaired,left half of neck stiff,1.0,1
intellect impaired,pressure extending to neck,1.0,1
intellect impaired,pulse hard,1.0,1
intellect impaired,hip pain extends to legs,1.0,1
intellect impaired,paralytic pain in left arm,1.0,1
intellect impaired,tongue thickly coated yellow,1.0,1
intellect impaired,intellect dull,1.0,1
intellect impaired,swelling of elbows,1.0,1
intellect impaired,vertebrae soreness worse by motion,1.0,1
intellect impaired,antidotes bryonia,1.0,1
intellect impaired,constant pain under right scapula,1.0,1
intellect impaired,bitter taste when eating,1.0,1
intellect impaired,rose-coloured elastic swelling of ankle joints,1.0,1
intellect impaired,finger pain worse by pressure,1.0,1
intellect impaired,pain over elbow joint,1.0,1
intellect impaired,burning in right knee,1.0,1
intellect impaired,patient sensitive to touch,1.0,1
intellect impaired,face yellow,1.0,1
intellect impaired,yellow forehead,1.0,1
intellect impaired,pain extends into chest,1.0,1
intellect impaired,stiffness of cervical muscles,1.0,1
intellect impaired,trembling of knees,1.0,1
intellect impaired,urine turbid,1.0,1
intellect impaired,periodic tightness in chest,1.0,1
intellect impaired,tension in occiput,1.0,1
intellect impaired,heaviness in occiput,1.0,1
intellect impaired,spasmodic drawing pains in inguinal regions,1.0,1
intellect impaired,pain extends into stomach,1.0,1
intellect impaired,oedema mostly about ankle,1.0,1
intellect impaired,eyes red,1.0,1
intellect impaired,cramps in soles of feet,1.0,1
intellect impaired,soreness in right chest,1.0,1
intellect impaired,hip pain extends to abdomen,1.0,1
intellect impaired,violent pains in right shoulder joint,1.0,1
intellect impaired,sprained pain in left shoulder,1.0,1
intellect impaired,pain in chest along sternum,1.0,1
intellect impaired,yellow cheeks,1.0,1
intellect impaired,deep-seated pain in right chest,1.0,1
intellect impaired,indifferent,1.0,1
intellect impaired,veins of hands swollen,1.0,1
intellect impaired,paralytic heaviness of arms,1.0,1
intellect impaired,tension in nape muscles,1.0,1
intellect impaired,legs swollen,1.0,1
intellect impaired,thorax stitches worse on cough,1.0,1
intellect impaired,tearing pains from nape to sacrum,1.0,1
intellect impaired,drawing from sacrum to right scrobiculum,1.0,1
intellect impaired,limbs feel lame,1.0,1
intellect impaired,vertebrae soreness worse on pressure,1.0,1
intellect impaired,pain in heel as if pinched,1.0,1
intellect impaired,constrictive pressure below left clavicle,1.0,1
intellect impaired,full heavy feeling in abdomen,1.0,1
intellect impaired,urine profuse,1.0,1
intellect impaired,cutting pain in arms,1.0,1
intellect impaired,reduced freedom of arm use,1.0,1
intellect impaired,back pains worse from touch,1.0,1
intellect impaired,oppressive pain beneath right scapula,1.0,1
intellect impaired,stitches beneath right scapula,1.0,1
intellect impaired,restlessness of limbs,1.0,1
intellect impaired,pressive pain in liver region,1.0,1
intellect impaired,whites of eyes yellow,1.0,1
intellect impaired,pressive pain in left neck muscles,1.0,1
intellect impaired,rheumatic attack of arms with jaundice,1.0,1
intellect impaired,lancinating pain in heart region,1.0,1
intellect impaired,sternum pain worse on inspiration,1.0,1
intellect impaired,cutting pains in calves,1.0,1
intellect impaired,hard pressive pain below patella,1.0,1
intellect impaired,fixed pain beneath right scapula,1.0,1
intellect impaired,neck feels as if constricted by hand,1.0,1
intellect impaired,drawing pain from right shoulder to wrist,1.0,1
intellect impaired,eyes protuberant,1.0,1
intellect impaired,aching soreness in vertebrae,1.0,1
intellect impaired,pain extends into deltoid muscle,1.0,1
intellect impaired,eyes burning,1.0,1
intellect impaired,shooting pain in right hip,1.0,1
intellect impaired,violent stitches in right thorax,1.0,1
indifferent,heaviness in nape muscles,1.0,1
indifferent,severe pains under left scapula,1.0,1
indifferent,violent pain under seventh rib,1.0,1
indifferent,stiffness of right knee,1.0,1
indifferent,tearing in metacarpal bones,1.0,1
indifferent,limbs feel stiff,1.0,1
indifferent,coldness of left arm,1.0,1
indifferent,pain behind sternum,1.0,1
indifferent,oedema,1.0,1
indifferent,sensation as if lower lumbar vertebrae would separate,1.0,1
indifferent,bitter taste when drinking,1.0,1
indifferent,violent pain in knee,1.0,1
indifferent,vertebrae separation sensation on stooping,1.0,1
indifferent,sensation as if abdomen constricted with string,1.0,1
indifferent,violent tearing pains in limbs,1.0,1
indifferent,ankle hardest on inner side,1.0,1
indifferent,neck feels as if broken,1.0,1
indifferent,pulse full,1.0,1
indifferent,thorax stitches worse on inspiration,1.0,1
indifferent,pain in cervical muscles,1.0,1
indifferent,limbs feel heavy,1.0,1
indifferent,hands hot,1.0,1
indifferent,drawing in occiput,1.0,1
indifferent,stiffness of wrists,1.0,1
indifferent,drawing in nape,1.0,1
indifferent,paralytic pain in left shoulder,1.0,1
indifferent,hip pain extends to feet,1.0,1
indifferent,thorax stitches worse on motion,1.0,1
indifferent,pain in right clavicle,1.0,1
indifferent,rheumatic troubles about chest,1.0,1
indifferent,sensation of sand in eye,1.0,1
indifferent,urine dark yellow,1.0,1
indifferent,oedema from venous congestion,1.0,1
indifferent,violent tearing pains in back,1.0,1
indifferent,pain under right shoulder blade,1.0,1
indifferent,stiffness of right neck muscles,1.0,1
indifferent,sole cramps worse by putting foot down,1.0,1
indifferent,hip pain worse on right side,1.0,1
indifferent,severe pain in spine between shoulders,1.0,1
indifferent,amaurosis from rheumatic troubles,1.0,1
indifferent,anxious,1.0,1
indifferent,sensation as if weights hung on right leg,1.0,1
indifferent,lancinating pains in pectoral muscles,1.0,1
indifferent,head drawn to left,1.0,1
indifferent,stitches in right side of chest,1.0,1
indifferent,pressing pain beneath right scapula,1.0,1
indifferent,pain across umbilicus,1.0,1
indifferent,rose-red elastic swelling,1.0,1
indifferent,fingertips cold,1.0,1
indifferent,violent pain in popliteal space,1.0,1
indifferent,tightness of chest,1.0,1
indifferent,urine milky,1.0,1
indifferent,foot oedematous,1.0,1
indifferent,associated with hepatic affections,1.0,1
indifferent,yellow nose,1.0,1
indifferent,cutting pains in arms,1.0,1
indifferent,shoulder pain from scapula,1.0,1
indifferent,rheumatic troubles about abdomen,1.0,1
indifferent,left half of neck stiff,1.0,1
indifferent,pressure extending to neck,1.0,1
indifferent,pulse hard,1.0,1
indifferent,hip pain extends to legs,1.0,1
indifferent,paralytic pain in left arm,1.0,1
indifferent,tongue thickly coated yellow,1.0,1
indifferent,intellect dull,1.0,1
indifferent,swelling of elbows,1.0,1
indifferent,vertebrae soreness worse by motion,1.0,1
indifferent,antidotes bryonia,1.0,1
indifferent,constant pain under right scapula,1.0,1
indifferent,bitter taste when eating,1.0,1
indifferent,rose-coloured elastic swelling of ankle joints,1.0,1
indifferent,finger pain worse by pressure,1.0,1
indifferent,pain over elbow joint,1.0,1
indifferent,burning in right knee,1.0,1
indifferent,patient sensitive to touch,1.0,1
indifferent,face yellow,1.0,1
indifferent,yellow forehead,1.0,1
indifferent,pain extends into chest,1.0,1
indifferent,stiffness of cervical muscles,1.0,1
indifferent,trembling of knees,1.0,1
indifferent,urine turbid,1.0,1
indifferent,periodic tightness in chest,1.0,1
indifferent,tension in occiput,1.0,1
indifferent,heaviness in occiput,1.0,1
indifferent,spasmodic drawing pains in inguinal regions,1.0,1
indifferent,pain extends into stomach,1.0,1
indifferent,oedema mostly about ankle,1.0,1
indifferent,eyes red,1.0,1
indifferent,cramps in soles of feet,1.0,1
indifferent,soreness in right chest,1.0,1
indifferent,hip pain extends to abdomen,1.0,1
indifferent,violent pains in right shoulder joint,1.0,1
indifferent,sprained pain in left shoulder,1.0,1
indifferent,pain in chest along sternum,1.0,1
indifferent,yellow cheeks,1.0,1
indifferent,deep-seated pain in right chest,1.0,1
indifferent,veins of hands swollen,1.0,1
indifferent,paralytic heaviness of arms,1.0,1
indifferent,tension in nape muscles,1.0,1
indifferent,legs swollen,1.0,1
indifferent,thorax stitches worse on cough,1.0,1
indifferent,tearing pains from nape to sacrum,1.0,1
indifferent,drawing from sacrum to right scrobiculum,1.0,1
indifferent,limbs feel lame,1.0,1
indifferent,vertebrae soreness worse on pressure,1.0,1
indifferent,intellect impaired,1.0,1
indifferent,pain in heel as if pinched,1.0,1
indifferent,constrictive pressure below left clavicle,1.0,1
indifferent,full heavy feeling in abdomen,1.0,1
indifferent,urine profuse,1.0,1
indifferent,cutting pain in arms,1.0,1
indifferent,reduced freedom of arm use,1.0,1
indifferent,back pains worse from touch,1.0,1
indifferent,oppressive pain beneath right scapula,1.0,1
indifferent,stitches beneath right scapula,1.0,1
indifferent,restlessness of limbs,1.0,1
indifferent,pressive pain in liver region,1.0,1
indifferent,whites of eyes yellow,1.0,1
indifferent,pressive pain in left neck muscles,1.0,1
indifferent,rheumatic attack of arms with jaundice,1.0,1
indifferent,lancinating pain in heart region,1.0,1
indifferent,sternum pain worse on inspiration,1.0,1
indifferent,cutting pains in calves,1.0,1
indifferent,hard pressive pain below patella,1.0,1
indifferent,fixed pain beneath right scapula,1.0,1
indifferent,neck feels as if constricted by hand,1.0,1
indifferent,drawing pain from right shoulder to wrist,1.0,1
indifferent,eyes protuberant,1.0,1
indifferent,aching soreness in vertebrae,1.0,1
indifferent,pain extends into deltoid muscle,1.0,1
indifferent,eyes burning,1.0,1
indifferent,shooting pain in right hip,1.0,1
indifferent,violent stitches in right thorax,1.0,1
antidotes bryonia,heaviness in nape muscles,1.0,1
antidotes bryonia,severe pains under left scapula,1.0,1
antidotes bryonia,violent pain under seventh rib,1.0,1
antidotes bryonia,stiffness of right knee,1.0,1
antidotes bryonia,tearing in metacarpal bones,1.0,1
antidotes bryonia,limbs feel stiff,1.0,1
antidotes bryonia,coldness of left arm,1.0,1
antidotes bryonia,pain behind sternum,1.0,1
antidotes bryonia,oedema,1.0,1
antidotes bryonia,sensation as if lower lumbar vertebrae would separate,1.0,1
antidotes bryonia,bitter taste when drinking,1.0,1
antidotes bryonia,violent pain in knee,1.0,1
antidotes bryonia,vertebrae separation sensation on stooping,1.0,1
antidotes bryonia,sensation as if abdomen constricted with string,1.0,1
antidotes bryonia,violent tearing pains in limbs,1.0,1
antidotes bryonia,ankle hardest on inner side,1.0,1
antidotes bryonia,neck feels as if broken,1.0,1
antidotes bryonia,pulse full,1.0,1
antidotes bryonia,thorax stitches worse on inspiration,1.0,1
antidotes bryonia,pain in cervical muscles,1.0,1
antidotes bryonia,limbs feel heavy,1.0,1
antidotes bryonia,hands hot,1.0,1
antidotes bryonia,drawing in occiput,1.0,1
antidotes bryonia,stiffness of wrists,1.0,1
antidotes bryonia,drawing in nape,1.0,1
antidotes bryonia,paralytic pain in left shoulder,1.0,1
antidotes bryonia,hip pain extends to feet,1.0,1
antidotes bryonia,thorax stitches worse on motion,1.0,1
antidotes bryonia,pain in right clavicle,1.0,1
antidotes bryonia,rheumatic troubles about chest,1.0,1
antidotes bryonia,sensation of sand in eye,1.0,1
antidotes bryonia,urine dark yellow,1.0,1
