### Cluster 23 — Symptoms (183)
Symptom,Frequency 
great thirst for cold water,pain in right shoulder joint,1.0,1
great thirst for cold water,pains to right ear,1.0,1
great thirst for cold water,tearing pain from shoulder to wrist,1.0,1
great thirst for cold water,violent digging pains in back worse inspiration,1.0,1
great thirst for cold water,exhaustion,1.0,1
great thirst for cold water,full pulse,1.0,1
great thirst for cold water,drawing pain in right upper arm,1.0,1
great thirst for cold water,anxious lamentations,1.0,1
great thirst for cold water,tearing pain in scapulae,1.0,1
great thirst for cold water,helplessness with pain in femur head,1.0,1
great thirst for cold water,sweaty palms,1.0,1
great thirst for cold water,hurried thought changes,1.0,1
great thirst for cold water,coldness of arms,1.0,1
great thirst for cold water,heavy feeling,1.0,1
great thirst for cold water,formication of scalp as if hair stands on end,1.0,1
great thirst for cold water,numbness in small of back to legs,1.0,1
great thirst for cold water,cramping pain in forearm,1.0,1
great thirst for cold water,sensation of swollen parts,1.0,1
great thirst for cold water,numbness in limbs after sitting,1.0,1
great thirst for cold water,stitching pain in knee joints,1.0,1
great thirst for cold water,acute rheumatic fevers,1.0,1
great thirst for cold water,tensive pain in sacral region worse jars,1.0,1
great thirst for cold water,formication of hands,1.0,1
great thirst for cold water,cold sensation between scapulae,1.0,1
great thirst for cold water,inflammation in serous tissues,1.0,1
great thirst for cold water,creeping pain in fingers worse writing,1.0,1
great thirst for cold water,paralytic stiffness of right upper arm,1.0,1
great thirst for cold water,drawing pain in limb joints,1.0,1
great thirst for cold water,painful limbs during repose,1.0,1
great thirst for cold water,cold fingers,1.0,1
great thirst for cold water,numbness down left arm,1.0,1
great thirst for cold water,transient bone pains in long bones,1.0,1
great thirst for cold water,intolerable pains driving to delirium,1.0,1
great thirst for cold water,feet go to sleep while walking,1.0,1
great thirst for cold water,lost sensation in fingers,1.0,1
great thirst for cold water,drawing pains in muscles of neck,1.0,1
great thirst for cold water,rheumatism of facial muscles sensitive to touch,1.0,1
great thirst for cold water,pressive pain in lumbar region worse stepping,1.0,1
great thirst for cold water,cold sweat on toes,1.0,1
great thirst for cold water,small pulse,1.0,1
great thirst for cold water,variable humor,1.0,1
great thirst for cold water,dull pain in right elbow to wrist worse flexing fingers,1.0,1
great thirst for cold water,constriction about chest,1.0,1
great thirst for cold water,formication down back,1.0,1
great thirst for cold water,drawing pain in shoulder joints,1.0,1
great thirst for cold water,drawing pain in wrists,1.0,1
great thirst for cold water,intense pain down left arm,1.0,1
great thirst for cold water,formication of arms,1.0,1
great thirst for cold water,hot dry skin,1.0,1
great thirst for cold water,tension about ankles,1.0,1
great thirst for cold water,sore neck painful to touch,1.0,1
great thirst for cold water,coldness of feet,1.0,1
great thirst for cold water,drawing pain in left hip joint,1.0,1
great thirst for cold water,great sadness,1.0,1
great thirst for cold water,vexation with self,1.0,1
great thirst for cold water,cold sweat on arms,1.0,1
great thirst for cold water,bruised pain down back,1.0,1
great thirst for cold water,fear of death,1.0,1
great thirst for cold water,intermittent pulse,1.0,1
great thirst for cold water,digging pain down left back,1.0,1
great thirst for cold water,confused ideas,1.0,1
great thirst for cold water,intolerable pain,1.0,1
great thirst for cold water,little difficulties insurmountable,1.0,1
great thirst for cold water,tired limbs during repose,1.0,1
great thirst for cold water,great anxiety,1.0,1
great thirst for cold water,ophthalmia from cold dry winds,1.0,1
great thirst for cold water,head insecurity due to lack of muscle control worse toward night,1.0,1
great thirst for cold water,cold sweat on soles,1.0,1
great thirst for cold water,bruised pain in last lumbar vertebra,1.0,1
great thirst for cold water,dull pain in back muscles,1.0,1
great thirst for cold water,death-like oppression about heart,1.0,1
great thirst for cold water,noise aggravates,1.0,1
great thirst for cold water,swollen knees,1.0,1
great thirst for cold water,heavy pain in neck muscles,1.0,1
great thirst for cold water,effective early before disease localization,1.0,1
great thirst for cold water,paralytic drawing in feet,1.0,1
great thirst for cold water,knife-like pain in knee joints,1.0,1
great thirst for cold water,numbness of whole limb after sitting,1.0,1
great thirst for cold water,tearing pain from shoulder to forearm,1.0,1
great thirst for cold water,tingling with shooting pains,1.0,1
great thirst for cold water,sleeplessness from knee pain must sit up,1.0,1
great thirst for cold water,stiffness worse on motion,1.0,1
great thirst for cold water,bad effects of cold dry winds,1.0,1
great thirst for cold water,dreadful apprehension,1.0,1
great thirst for cold water,deep red vessels,1.0,1
great thirst for cold water,tearing pain in wrists,1.0,1
great thirst for cold water,lameness of affected parts,1.0,1
great thirst for cold water,constriction about precordia,1.0,1
cold fingers,lack of power in limbs after sitting,0.5,1
cold fingers,tension as if bandaged when walking,0.5,1
cold fingers,patient feels overpowered,0.5,1
cold fingers,prickling in wrist,0.5,1
cold fingers,pains to right shoulder,0.5,1
cold fingers,great weariness,0.5,1
cold fingers,heavy pain in back muscles,0.5,1
cold fingers,convulsive trembling of limbs,0.5,1
cold fingers,pressive pain in sacral region worse jars,0.5,1
cold fingers,unsteadiness of knee joints,0.5,1
cold fingers,tearing pain in thigh,0.5,1
cold fingers,tearing pain in forearm,0.5,1
cold fingers,drawing pain in thigh,0.5,1
cold fingers,weak limbs during repose,0.5,1
cold fingers,arms hang powerless as if paralyzed,0.5,1
cold fingers,puffy joints,0.5,1
cold fingers,tearing pain in elbow joints,0.5,1
cold fingers,excitement,0.5,1
cold fingers,rapid thought changes,0.5,1
cold fingers,raging delirium worse at night,0.5,1
cold fingers,sudden attack in acute articular rheumatism,0.5,1
cold fingers,coldness in feet especially toes,0.5,1
cold fingers,paralysis of wrist,0.5,1
cold fingers,strong pulse,0.5,1
cold fingers,numb tingling in arms,0.5,1
cold fingers,light aggravates,0.5,1
cold fingers,dry hot skin,0.5,1
cold fingers,inflamed joints,0.5,1
cold fingers,cries if touched,0.5,1
cold fingers,sensitiveness to cold air,0.5,1
cold fingers,predicts death day,0.5,1
cold fingers,burning pain on moving eyes,0.5,1
cold fingers,tingling upward on stepping,0.5,1
cold fingers,cutting pain in knees,0.5,1
cold fingers,toes go to sleep while walking,0.5,1
cold fingers,inflammation in cellular tissues,0.5,1
cold fingers,thirst,0.5,1
cold fingers,hot feet,0.5,1
cold fingers,bruised feeling,0.5,1
cold fingers,tearing pain in nape,0.5,1
cold fingers,formication up back,0.5,1
cold fingers,transient bone pains in metacarpal bones,0.5,1
cold fingers,back stiffness,0.5,1
cold fingers,shortened tendo achillis,0.5,1
cold fingers,pressing pain on moving eyes,0.5,1
cold fingers,shooting pain on moving eyes,0.5,1
cold fingers,tearing pain from shoulder to fingers,0.5,1
cold fingers,numbness of affected parts,0.5,1
cold fingers,numb tingling in fingers,0.5,1
cold fingers,quieter morning with excessive sweat,0.5,1
cold fingers,constriction about head,0.5,1
cold fingers,hot palms,0.5,1
cold fingers,trembling with shooting pains,0.5,1
cold fingers,shooting pain in right elbow to wrist worse flexing fingers,0.5,1
cold fingers,cold sensation down spine,0.5,1
cold fingers,jerking pain down left back,0.5,1
cold fingers,numb tingling in hands,0.5,1
cold fingers,shooting pain in right upper arm,0.5,1
cold fingers,dull pain in neck muscles,0.5,1
cold fingers,anxiety about heart,0.5,1
cold fingers,hot right hip joint,0.5,1
cold fingers,drawing pain in scapulae,0.5,1
cold fingers,drawing in tendinous expansions,0.5,1
cold fingers,tearing pain in left hip joint,0.5,1
cold fingers,convulsive contracting of limbs,0.5,1
cold fingers,bright red joints,1.0,2
cold fingers,coldness of extremities,0.5,1
cold fingers,tingling down left arm,0.5,1
cold fingers,numbness of arms,0.5,1
cold fingers,drawing pain in elbow joints,0.5,1
cold fingers,tensive pain in lumbar region worse stepping,0.5,1
cold fingers,bruised pain between shoulders,0.5,1
cold fingers,crawling in limbs,0.5,1
cold fingers,paralytic pain decin thumb,0.5,1
cold fingers,stinging in kidney region,0.5,1
cold fingers,cutting pain from spine to abdomen,0.5,1
cold fingers,coldness of ankles,0.5,1
cold fingers,throbbing knees,0.5,1
cold fingers,painful right hip joint especially to touch,0.5,1
cold fingers,painful knees,0.5,1
cold fingers,weariness,0.5,1
cold fingers,acuteness of senses,0.5,1
cold fingers,stiff legs after cold,0.5,1
cold fingers,heartburn down back,0.5,1
cold fingers,tearing pains in small of back worse by pressure,0.5,1
cold fingers,heavy limbs during repose,0.5,1
cold fingers,swollen right hip joint,0.5,1
cold fingers,great agitation about heart,0.5,1
cold fingers,hot hands,0.5,1
cold fingers,contracted pulse,0.5,1
cold fingers,painful shoulders feel sinking under weight,0.5,1
cold fingers,violent digging pains in chest sides worse inspiration,0.5,1
cold fingers,tearing pain in deep neck muscles,0.5,1
cold fingers,severe tearing in left humerus head,0.5,1
cold fingers,pain in right shoulder joint,0.5,1
cold fingers,pains to right ear,0.5,1
cold fingers,tearing pain from shoulder to wrist,0.5,1
cold fingers,violent digging pains in back worse inspiration,0.5,1
cold fingers,exhaustion,0.5,1
cold fingers,full pulse,0.5,1
cold fingers,drawing pain in right upper arm,0.5,1
cold fingers,anxious lamentations,0.5,1
cold fingers,tearing pain in scapulae,0.5,1
cold fingers,helplessness with pain in femur head,0.5,1
cold fingers,sweaty palms,0.5,1
cold fingers,hurried thought changes,0.5,1
cold fingers,coldness of arms,0.5,1
cold fingers,heavy feeling,0.5,1
cold fingers,formication of scalp as if hair stands on end,0.5,1
cold fingers,numbness in small of back to legs,0.5,1
cold fingers,cramping pain in forearm,0.5,1
cold fingers,sensation of swollen parts,0.5,1
cold fingers,numbness in limbs after sitting,0.5,1
cold fingers,stitching pain in knee joints,0.5,1
cold fingers,acute rheumatic fevers,0.5,1
cold fingers,tensive pain in sacral region worse jars,0.5,1
cold fingers,formication of hands,0.5,1
cold fingers,cold sensation between scapulae,0.5,1
cold fingers,inflammation in serous tissues,0.5,1
cold fingers,creeping pain in fingers worse writing,0.5,1
cold fingers,paralytic stiffness of right upper arm,0.5,1
cold fingers,drawing pain in limb joints,0.5,1
cold fingers,painful limbs during repose,0.5,1
cold fingers,great thirst for cold water,0.5,1
cold fingers,numbness down left arm,0.5,1
cold fingers,transient bone pains in long bones,0.5,1
cold fingers,intolerable pains driving to delirium,0.5,1
cold fingers,feet go to sleep while walking,0.5,1
cold fingers,lost sensation in fingers,0.5,1
cold fingers,drawing pains in muscles of neck,0.5,1
cold fingers,rheumatism of facial muscles sensitive to touch,0.5,1
cold fingers,pressive pain in lumbar region worse stepping,0.5,1
cold fingers,cold sweat on toes,0.5,1
cold fingers,small pulse,0.5,1
cold fingers,variable humor,0.5,1
cold fingers,dull pain in right elbow to wrist worse flexing fingers,0.5,1
cold fingers,constriction about chest,0.5,1
cold fingers,formication down back,0.5,1
cold fingers,drawing pain in shoulder joints,0.5,1
cold fingers,drawing pain in wrists,0.5,1
cold fingers,intense pain down left arm,0.5,1
cold fingers,formication of arms,0.5,1
cold fingers,hot dry skin,0.5,1
cold fingers,tension about ankles,0.5,1
cold fingers,sore neck painful to touch,0.5,1
cold fingers,coldness of feet,0.5,1
cold fingers,drawing pain in left hip joint,0.5,1
cold fingers,great sadness,0.5,1
cold fingers,vexation with self,0.5,1
cold fingers,cold sweat on arms,0.5,1
cold fingers,bruised pain down back,0.5,1
cold fingers,fear of death,0.5,1
cold fingers,intermittent pulse,0.5,1
cold fingers,digging pain down left back,0.5,1
cold fingers,confused ideas,0.5,1
cold fingers,intolerable pain,0.5,1
cold fingers,little difficulties insurmountable,0.5,1
cold fingers,tired limbs during repose,0.5,1
cold fingers,great anxiety,0.5,1
cold fingers,ophthalmia from cold dry winds,0.5,1
cold fingers,head insecurity due to lack of muscle control worse toward night,0.5,1
cold fingers,cold sweat on soles,0.5,1
cold fingers,bruised pain in last lumbar vertebra,0.5,1
cold fingers,dull pain in back muscles,0.5,1
cold fingers,death-like oppression about heart,0.5,1
cold fingers,noise aggravates,0.5,1
cold fingers,swollen knees,0.5,1
cold fingers,heavy pain in neck muscles,0.5,1
cold fingers,effective early before disease localization,0.5,1
cold fingers,paralytic drawing in feet,0.5,1
cold fingers,knife-like pain in knee joints,0.5,1
cold fingers,numbness of whole limb after sitting,0.5,1
cold fingers,tearing pain from shoulder to forearm,0.5,1
cold fingers,tingling with shooting pains,0.5,1
cold fingers,sleeplessness from knee pain must sit up,0.5,1
cold fingers,stiffness worse on motion,0.5,1
cold fingers,bad effects of cold dry winds,0.5,1
cold fingers,dreadful apprehension,0.5,1
cold fingers,deep red vessels,0.5,1
cold fingers,tearing pain in wrists,0.5,1
cold fingers,lameness of affected parts,0.5,1
cold fingers,constriction about precordia,0.5,1
paralytic drawing in feet,lack of power in limbs after sitting,1.0,1
paralytic drawing in feet,tension as if bandaged when walking,1.0,1
paralytic drawing in feet,patient feels overpowered,1.0,1
paralytic drawing in feet,prickling in wrist,1.0,1
paralytic drawing in feet,pains to right shoulder,1.0,1
paralytic drawing in feet,great weariness,1.0,1
paralytic drawing in feet,heavy pain in back muscles,1.0,1
paralytic drawing in feet,convulsive trembling of limbs,1.0,1
paralytic drawing in feet,pressive pain in sacral region worse jars,1.0,1
paralytic drawing in feet,unsteadiness of knee joints,1.0,1
paralytic drawing in feet,tearing pain in thigh,1.0,1
paralytic drawing in feet,tearing pain in forearm,1.0,1
paralytic drawing in feet,drawing pain in thigh,1.0,1
paralytic drawing in feet,weak limbs during repose,1.0,1
paralytic drawing in feet,arms hang powerless as if paralyzed,1.0,1
paralytic drawing in feet,puffy joints,1.0,1
paralytic drawing in feet,tearing pain in elbow joints,1.0,1
paralytic drawing in feet,excitement,1.0,1
paralytic drawing in feet,rapid thought changes,1.0,1
paralytic drawing in feet,raging delirium worse at night,1.0,1
paralytic drawing in feet,sudden attack in acute articular rheumatism,1.0,1
paralytic drawing in feet,coldness in feet especially toes,1.0,1
paralytic drawing in feet,paralysis of wrist,1.0,1
paralytic drawing in feet,strong pulse,1.0,1
paralytic drawing in feet,numb tingling in arms,1.0,1
paralytic drawing in feet,light aggravates,1.0,1
paralytic drawing in feet,dry hot skin,1.0,1
paralytic drawing in feet,inflamed joints,1.0,1
paralytic drawing in feet,cries if touched,1.0,1
paralytic drawing in feet,sensitiveness to cold air,1.0,1
paralytic drawing in feet,predicts death day,1.0,1
paralytic drawing in feet,burning pain on moving eyes,1.0,1
paralytic drawing in feet,tingling upward on stepping,1.0,1
paralytic drawing in feet,cutting pain in knees,1.0,1
paralytic drawing in feet,toes go to sleep while walking,1.0,1
paralytic drawing in feet,inflammation in cellular tissues,1.0,1
paralytic drawing in feet,thirst,1.0,1
paralytic drawing in feet,hot feet,1.0,1
paralytic drawing in feet,bruised feeling,1.0,1
paralytic drawing in feet,tearing pain in nape,1.0,1
paralytic drawing in feet,formication up back,1.0,1
paralytic drawing in feet,transient bone pains in metacarpal bones,1.0,1
paralytic drawing in feet,back stiffness,1.0,1
paralytic drawing in feet,shortened tendo achillis,1.0,1
paralytic drawing in feet,pressing pain on moving eyes,1.0,1
paralytic drawing in feet,shooting pain on moving eyes,1.0,1
paralytic drawing in feet,tearing pain from shoulder to fingers,1.0,1
paralytic drawing in feet,numbness of affected parts,1.0,1
paralytic drawing in feet,numb tingling in fingers,1.0,1
paralytic drawing in feet,quieter morning with excessive sweat,1.0,1
paralytic drawing in feet,constriction about head,1.0,1
paralytic drawing in feet,hot palms,1.0,1
paralytic drawing in feet,trembling with shooting pains,1.0,1
paralytic drawing in feet,shooting pain in right elbow to wrist worse flexing fingers,1.0,1
paralytic drawing in feet,cold sensation down spine,1.0,1
paralytic drawing in feet,jerking pain down left back,1.0,1
paralytic drawing in feet,numb tingling in hands,1.0,1
paralytic drawing in feet,shooting pain in right upper arm,1.0,1
paralytic drawing in feet,dull pain in neck muscles,1.0,1
paralytic drawing in feet,anxiety about heart,1.0,1
paralytic drawing in feet,hot right hip joint,1.0,1
paralytic drawing in feet,drawing pain in scapulae,1.0,1
paralytic drawing in feet,drawing in tendinous expansions,1.0,1
paralytic drawing in feet,tearing pain in left hip joint,1.0,1
paralytic drawing in feet,convulsive contracting of limbs,1.0,1
paralytic drawing in feet,bright red joints,1.0,1
paralytic drawing in feet,coldness of extremities,1.0,1
paralytic drawing in feet,tingling down left arm,1.0,1
paralytic drawing in feet,numbness of arms,1.0,1
paralytic drawing in feet,drawing pain in elbow joints,1.0,1
paralytic drawing in feet,tensive pain in lumbar region worse stepping,1.0,1
paralytic drawing in feet,bruised pain between shoulders,1.0,1
paralytic drawing in feet,crawling in limbs,1.0,1
paralytic drawing in feet,paralytic pain decin thumb,1.0,1
paralytic drawing in feet,stinging in kidney region,1.0,1
paralytic drawing in feet,cutting pain from spine to abdomen,1.0,1
paralytic drawing in feet,coldness of ankles,1.0,1
paralytic drawing in feet,throbbing knees,1.0,1
paralytic drawing in feet,painful right hip joint especially to touch,1.0,1
paralytic drawing in feet,painful knees,1.0,1
paralytic drawing in feet,weariness,1.0,1
paralytic drawing in feet,acuteness of senses,1.0,1
paralytic drawing in feet,stiff legs after cold,1.0,1
paralytic drawing in feet,heartburn down back,1.0,1
paralytic drawing in feet,tearing pains in small of back worse by pressure,1.0,1
paralytic drawing in feet,heavy limbs during repose,1.0,1
paralytic drawing in feet,swollen right hip joint,1.0,1
paralytic drawing in feet,great agitation about heart,1.0,1
paralytic drawing in feet,hot hands,1.0,1
paralytic drawing in feet,contracted pulse,1.0,1
paralytic drawing in feet,painful shoulders feel sinking under weight,1.0,1
paralytic drawing in feet,violent digging pains in chest sides worse inspiration,1.0,1
paralytic drawing in feet,tearing pain in deep neck muscles,1.0,1
paralytic drawing in feet,severe tearing in left humerus head,1.0,1
paralytic drawing in feet,pain in right shoulder joint,1.0,1
paralytic drawing in feet,pains to right ear,1.0,1
paralytic drawing in feet,tearing pain from shoulder to wrist,1.0,1
paralytic drawing in feet,violent digging pains in back worse inspiration,1.0,1
paralytic drawing in feet,exhaustion,1.0,1
paralytic drawing in feet,full pulse,1.0,1
paralytic drawing in feet,drawing pain in right upper arm,1.0,1
paralytic drawing in feet,anxious lamentations,1.0,1
paralytic drawing in feet,tearing pain in scapulae,1.0,1
paralytic drawing in feet,helplessness with pain in femur head,1.0,1
paralytic drawing in feet,sweaty palms,1.0,1
paralytic drawing in feet,hurried thought changes,1.0,1
paralytic drawing in feet,coldness of arms,1.0,1
paralytic drawing in feet,heavy feeling,1.0,1
paralytic drawing in feet,formication of scalp as if hair stands on end,1.0,1
paralytic drawing in feet,numbness in small of back to legs,1.0,1
paralytic drawing in feet,cramping pain in forearm,1.0,1
paralytic drawing in feet,sensation of swollen parts,1.0,1
paralytic drawing in feet,numbness in limbs after sitting,1.0,1
paralytic drawing in feet,stitching pain in knee joints,1.0,1
paralytic drawing in feet,acute rheumatic fevers,1.0,1
paralytic drawing in feet,tensive pain in sacral region worse jars,1.0,1
paralytic drawing in feet,formication of hands,1.0,1
paralytic drawing in feet,cold sensation between scapulae,1.0,1
paralytic drawing in feet,inflammation in serous tissues,1.0,1
paralytic drawing in feet,creeping pain in fingers worse writing,1.0,1
paralytic drawing in feet,paralytic stiffness of right upper arm,1.0,1
paralytic drawing in feet,drawing pain in limb joints,1.0,1
paralytic drawing in feet,painful limbs during repose,1.0,1
paralytic drawing in feet,great thirst for cold water,1.0,1
paralytic drawing in feet,cold fingers,1.0,1
paralytic drawing in feet,numbness down left arm,1.0,1
paralytic drawing in feet,transient bone pains in long bones,1.0,1
paralytic drawing in feet,intolerable pains driving to delirium,1.0,1
paralytic drawing in feet,feet go to sleep while walking,1.0,1
paralytic drawing in feet,lost sensation in fingers,1.0,1
paralytic drawing in feet,drawing pains in muscles of neck,1.0,1
paralytic drawing in feet,rheumatism of facial muscles sensitive to touch,1.0,1
paralytic drawing in feet,pressive pain in lumbar region worse stepping,1.0,1
paralytic drawing in feet,cold sweat on toes,1.0,1
paralytic drawing in feet,small pulse,1.0,1
paralytic drawing in feet,variable humor,1.0,1
paralytic drawing in feet,dull pain in right elbow to wrist worse flexing fingers,1.0,1
paralytic drawing in feet,constriction about chest,1.0,1
paralytic drawing in feet,formication down back,1.0,1
paralytic drawing in feet,drawing pain in shoulder joints,1.0,1
paralytic drawing in feet,drawing pain in wrists,1.0,1
paralytic drawing in feet,intense pain down left arm,1.0,1
paralytic drawing in feet,formication of arms,1.0,1
paralytic drawing in feet,hot dry skin,1.0,1
paralytic drawing in feet,tension about ankles,1.0,1
paralytic drawing in feet,sore neck painful to touch,1.0,1
paralytic drawing in feet,coldness of feet,1.0,1
paralytic drawing in feet,drawing pain in left hip joint,1.0,1
paralytic drawing in feet,great sadness,1.0,1
paralytic drawing in feet,vexation with self,1.0,1
paralytic drawing in feet,cold sweat on arms,1.0,1
paralytic drawing in feet,bruised pain down back,1.0,1
paralytic drawing in feet,fear of death,1.0,1
paralytic drawing in feet,intermittent pulse,1.0,1
paralytic drawing in feet,digging pain down left back,1.0,1
paralytic drawing in feet,confused ideas,1.0,1
paralytic drawing in feet,intolerable pain,1.0,1
paralytic drawing in feet,little difficulties insurmountable,1.0,1
paralytic drawing in feet,tired limbs during repose,1.0,1
paralytic drawing in feet,great anxiety,1.0,1
paralytic drawing in feet,ophthalmia from cold dry winds,1.0,1
paralytic drawing in feet,head insecurity due to lack of muscle control worse toward night,1.0,1
paralytic drawing in feet,cold sweat on soles,1.0,1
paralytic drawing in feet,bruised pain in last lumbar vertebra,1.0,1
paralytic drawing in feet,dull pain in back muscles,1.0,1
paralytic drawing in feet,death-like oppression about heart,1.0,1
paralytic drawing in feet,noise aggravates,1.0,1
paralytic drawing in feet,swollen knees,1.0,1
paralytic drawing in feet,heavy pain in neck muscles,1.0,1
paralytic drawing in feet,effective early before disease localization,1.0,1
paralytic drawing in feet,knife-like pain in knee joints,1.0,1
paralytic drawing in feet,numbness of whole limb after sitting,1.0,1
paralytic drawing in feet,tearing pain from shoulder to forearm,1.0,1
paralytic drawing in feet,tingling with shooting pains,1.0,1
paralytic drawing in feet,sleeplessness from knee pain must sit up,1.0,1
paralytic drawing in feet,stiffness worse on motion,1.0,1
paralytic drawing in feet,bad effects of cold dry winds,1.0,1
paralytic drawing in feet,dreadful apprehension,1.0,1
paralytic drawing in feet,deep red vessels,1.0,1
paralytic drawing in feet,tearing pain in wrists,1.0,1
paralytic drawing in feet,lameness of affected parts,1.0,1
paralytic drawing in feet,constriction about precordia,1.0,1
heavy limbs during repose,lack of power in limbs after sitting,1.0,1
heavy limbs during repose,tension as if bandaged when walking,1.0,1
heavy limbs during repose,patient feels overpowered,1.0,1
heavy limbs during repose,prickling in wrist,1.0,1
heavy limbs during repose,pains to right shoulder,1.0,1
heavy limbs during repose,great weariness,1.0,1
heavy limbs during repose,heavy pain in back muscles,1.0,1
heavy limbs during repose,convulsive trembling of limbs,1.0,1
heavy limbs during repose,pressive pain in sacral region worse jars,1.0,1
heavy limbs during repose,unsteadiness of knee joints,1.0,1
heavy limbs during repose,tearing pain in thigh,1.0,1
heavy limbs during repose,tearing pain in forearm,1.0,1
heavy limbs during repose,drawing pain in thigh,1.0,1
heavy limbs during repose,weak limbs during repose,1.0,1
heavy limbs during repose,arms hang powerless as if paralyzed,1.0,1
heavy limbs during repose,puffy joints,1.0,1
heavy limbs during repose,tearing pain in elbow joints,1.0,1
heavy limbs during repose,excitement,1.0,1
heavy limbs during repose,rapid thought changes,1.0,1
heavy limbs during repose,raging delirium worse at night,1.0,1
heavy limbs during repose,sudden attack in acute articular rheumatism,1.0,1
heavy limbs during repose,coldness in feet especially toes,1.0,1
heavy limbs during repose,paralysis of wrist,1.0,1
heavy limbs during repose,strong pulse,1.0,1
heavy limbs during repose,numb tingling in arms,1.0,1
heavy limbs during repose,light aggravates,1.0,1
heavy limbs during repose,dry hot skin,1.0,1
heavy limbs during repose,inflamed joints,1.0,1
heavy limbs during repose,cries if touched,1.0,1
heavy limbs during repose,sensitiveness to cold air,1.0,1
heavy limbs during repose,predicts death day,1.0,1
heavy limbs during repose,burning pain on moving eyes,1.0,1
heavy limbs during repose,tingling upward on stepping,1.0,1
heavy limbs during repose,cutting pain in knees,1.0,1
heavy limbs during repose,toes go to sleep while walking,1.0,1
heavy limbs during repose,inflammation in cellular tissues,1.0,1
heavy limbs during repose,thirst,1.0,1
heavy limbs during repose,hot feet,1.0,1
heavy limbs during repose,bruised feeling,1.0,1
heavy limbs during repose,tearing pain in nape,1.0,1
heavy limbs during repose,formication up back,1.0,1
heavy limbs during repose,transient bone pains in metacarpal bones,1.0,1
heavy limbs during repose,back stiffness,1.0,1
heavy limbs during repose,shortened tendo achillis,1.0,1
heavy limbs during repose,pressing pain on moving eyes,1.0,1
heavy limbs during repose,shooting pain on moving eyes,1.0,1
heavy limbs during repose,tearing pain from shoulder to fingers,1.0,1
heavy limbs during repose,numbness of affected parts,1.0,1
heavy limbs during repose,numb tingling in fingers,1.0,1
heavy limbs during repose,quieter morning with excessive sweat,1.0,1
heavy limbs during repose,constriction about head,1.0,1
heavy limbs during repose,hot palms,1.0,1
heavy limbs during repose,trembling with shooting pains,1.0,1
heavy limbs during repose,shooting pain in right elbow to wrist worse flexing fingers,1.0,1
heavy limbs during repose,cold sensation down spine,1.0,1
heavy limbs during repose,jerking pain down left back,1.0,1
heavy limbs during repose,numb tingling in hands,1.0,1
heavy limbs during repose,shooting pain in right upper arm,1.0,1
heavy limbs during repose,dull pain in neck muscles,1.0,1
heavy limbs during repose,anxiety about heart,1.0,1
heavy limbs during repose,hot right hip joint,1.0,1
heavy limbs during repose,drawing pain in scapulae,1.0,1
heavy limbs during repose,drawing in tendinous expansions,1.0,1
heavy limbs during repose,tearing pain in left hip joint,1.0,1
heavy limbs during repose,convulsive contracting of limbs,1.0,1
heavy limbs during repose,bright red joints,1.0,1
heavy limbs during repose,coldness of extremities,1.0,1
heavy limbs during repose,tingling down left arm,1.0,1
heavy limbs during repose,numbness of arms,1.0,1
heavy limbs during repose,drawing pain in elbow joints,1.0,1
heavy limbs during repose,tensive pain in lumbar region worse stepping,1.0,1
heavy limbs during repose,bruised pain between shoulders,1.0,1
heavy limbs during repose,crawling in limbs,1.0,1
heavy limbs during repose,paralytic pain decin thumb,1.0,1
heavy limbs during repose,stinging in kidney region,1.0,1
heavy limbs during repose,cutting pain from spine to abdomen,1.0,1
heavy limbs during repose,coldness of ankles,1.0,1
heavy limbs during repose,throbbing knees,1.0,1
heavy limbs during repose,painful right hip joint especially to touch,1.0,1
heavy limbs during repose,painful knees,1.0,1
heavy limbs during repose,weariness,1.0,1
heavy limbs during repose,acuteness of senses,1.0,1
heavy limbs during repose,stiff legs after cold,1.0,1
heavy limbs during repose,heartburn down back,1.0,1
heavy limbs during repose,tearing pains in small of back worse by pressure,1.0,1
heavy limbs during repose,swollen right hip joint,1.0,1
heavy limbs during repose,great agitation about heart,1.0,1
heavy limbs during repose,hot hands,1.0,1
heavy limbs during repose,contracted pulse,1.0,1
heavy limbs during repose,painful shoulders feel sinking under weight,1.0,1
heavy limbs during repose,violent digging pains in chest sides worse inspiration,1.0,1
heavy limbs during repose,tearing pain in deep neck muscles,1.0,1
heavy limbs during repose,severe tearing in left humerus head,1.0,1
heavy limbs during repose,pain in right shoulder joint,1.0,1
heavy limbs during repose,pains to right ear,1.0,1
heavy limbs during repose,tearing pain from shoulder to wrist,1.0,1
heavy limbs during repose,violent digging pains in back worse inspiration,1.0,1
heavy limbs during repose,exhaustion,1.0,1
heavy limbs during repose,full pulse,1.0,1
heavy limbs during repose,drawing pain in right upper arm,1.0,1
heavy limbs during repose,anxious lamentations,1.0,1
heavy limbs during repose,tearing pain in scapulae,1.0,1
heavy limbs during repose,helplessness with pain in femur head,1.0,1
heavy limbs during repose,sweaty palms,1.0,1
heavy limbs during repose,hurried thought changes,1.0,1
heavy limbs during repose,coldness of arms,1.0,1
heavy limbs during repose,heavy feeling,1.0,1
heavy limbs during repose,formication of scalp as if hair stands on end,1.0,1
heavy limbs during repose,numbness in small of back to legs,1.0,1
heavy limbs during repose,cramping pain in forearm,1.0,1
