### Cluster 58 — Symptoms (132)
Symptom,Frequency 
elbow pain worse from warmth,rheumatic aching in shoulder,1.0,1
elbow pain worse from warmth,fingers half-closed,1.0,1
elbow pain worse from warmth,paralysis of face,1.0,1
elbow pain worse from warmth,thigh pain better by warmth of bed,1.0,1
elbow pain worse from warmth,tension in heel,1.0,1
elbow pain worse from warmth,muscles feel as if bound,1.0,1
elbow pain worse from warmth,backache in coccyx,1.0,1
elbow pain worse from warmth,sensation as if sharp crust struck spine,1.0,1
elbow pain worse from warmth,drawing pain to cheek,1.0,1
elbow pain worse from warmth,pain in loins as if bound by hands,1.0,1
elbow pain worse from warmth,tearing in thighs,1.0,1
elbow pain worse from warmth,griping clawing about elbow,1.0,1
elbow pain worse from warmth,head drawn to right side,1.0,1
elbow pain worse from warmth,cannot get into easy position,1.0,1
elbow pain worse from warmth,drawing in hands,1.0,1
elbow pain worse from warmth,cough affects back of sternum,1.0,1
elbow pain worse from warmth,jaw stiff,1.0,1
elbow pain worse from warmth,cutting stitches toward toes,1.0,1
elbow pain worse from warmth,paralysis of deltoid muscle,1.0,1
elbow pain worse from warmth,tendo achillis cramps waken from sleep,1.0,1
elbow pain worse from warmth,drawing sticking pain in finger joints,1.0,1
elbow pain worse from warmth,tearing pain along lumbar vertebrae,1.0,1
elbow pain worse from warmth,contractions of finger tendons,1.0,1
elbow pain worse from warmth,leg pain worse in open air,1.0,1
elbow pain worse from warmth,drawing in legs,1.0,1
elbow pain worse from warmth,tension in knee joints,1.0,1
elbow pain worse from warmth,back pain as if from lifting,1.0,1
elbow pain worse from warmth,drawing in thighs,1.0,1
elbow pain worse from warmth,pains in malar bones,1.0,1
elbow pain worse from warmth,tearing pains shift rapidly,1.0,1
elbow pain worse from warmth,tearing pains change place often,1.0,1
elbow pain worse from warmth,paralysis of vocal cords,1.0,1
elbow pain worse from warmth,rheumatism of face,1.0,1
elbow pain worse from warmth,drawing from knee to malleolus,1.0,1
elbow pain worse from warmth,sore bruised pain on side lain on at night,1.0,1
elbow pain worse from warmth,cramps in tendo achillis,1.0,1
elbow pain worse from warmth,leg pain better by warmth of bed,1.0,1
elbow pain worse from warmth,tensive pain in forearms,1.0,1
elbow pain worse from warmth,single stitches in shin bone,1.0,1
elbow pain worse from warmth,rheumatic conditions with paralytic tendency,1.0,1
elbow pain worse from warmth,jaw lame,1.0,1
elbow pain worse from warmth,great uneasiness of limbs,1.0,1
elbow pain worse from warmth,gouty pains in limbs,1.0,1
elbow pain worse from warmth,numbness of ankles,1.0,1
elbow pain worse from warmth,burning stitches in great toe,1.0,1
elbow pain worse from warmth,nightly burning tearing in shins,1.0,1
elbow pain worse from warmth,patient springs out of bed,1.0,1
elbow pain worse from warmth,knee pain worse when beginning to walk,1.0,1
elbow pain worse from warmth,great restlessness in evening,1.0,1
elbow pain worse from warmth,cramps in calves in morning in bed,1.0,1
elbow pain worse from warmth,pains in zygomatic arch,1.0,1
elbow pain worse from warmth,drawing pain in glenoid cavity of jaw,1.0,1
elbow pain worse from warmth,cramps in sole of right foot,1.0,1
elbow pain worse from warmth,gouty tearing in feet,1.0,1
elbow pain worse from warmth,paralysis of arms,1.0,1
elbow pain worse from warmth,darting pain in os coccyx,1.0,1
elbow pain worse from warmth,contractions of flexors,1.0,1
elbow pain worse from warmth,cough feels as if it tears chest,1.0,1
elbow pain worse from warmth,tearing pain to linea alba,1.0,1
elbow pain worse from warmth,drawing in shoulder blades,1.0,1
elbow pain worse from warmth,rheumatic contraction of tendons antidoted by guaiac,1.0,1
elbow pain worse from warmth,pinching crampy pain in buttocks,1.0,1
elbow pain worse from warmth,pressure in shoulders,1.0,1
elbow pain worse from warmth,pain in middle of spine on swallowing,1.0,1
elbow pain worse from warmth,tearing pain in back of neck,1.0,1
elbow pain worse from warmth,painful stiffness of back,1.0,1
elbow pain worse from warmth,abundance of warty growths,1.0,1
elbow pain worse from warmth,stitching pains in hip joints,1.0,1
elbow pain worse from warmth,contractions of limbs,1.0,1
elbow pain worse from warmth,pressing cramp-like pain in kidney region,1.0,1
elbow pain worse from warmth,tearing pains in joints,1.0,1
elbow pain worse from warmth,sticking pain inward,1.0,1
elbow pain worse from warmth,painful numbness of index finger,1.0,1
elbow pain worse from warmth,drawing in feet,1.0,1
elbow pain worse from warmth,cramps in tendo achillis at 2 a.m.,1.0,1
elbow pain worse from warmth,cough affects throat,1.0,1
elbow pain worse from warmth,rheumatism of lower jaw,1.0,1
elbow pain worse from warmth,painful stiffness of sacrum,1.0,1
elbow pain worse from warmth,tearing boring pain in lower leg with movement,1.0,1
elbow pain worse from warmth,dull pain in os coccyx,1.0,1
elbow pain worse from warmth,pain in left hip joint as if wrenched,1.0,1
elbow pain worse from warmth,drawing in forearms,1.0,1
elbow pain worse from warmth,ulcerative pain in heels,1.0,1
elbow pain worse from warmth,gouty deposits,1.0,1
elbow pain worse from warmth,severe tearing in tendons under right calf,1.0,1
elbow pain worse from warmth,pain in elbow joints,1.0,1
elbow pain worse from warmth,ankle pain better from walking,1.0,1
elbow pain worse from warmth,knee pain better by warmth of bed,1.0,1
elbow pain worse from warmth,pains in superior maxilla bones,1.0,1
elbow pain worse from warmth,pains in shoulder when dressing in morning,1.0,1
elbow pain worse from warmth,foot pain worse in open air,1.0,1
elbow pain worse from warmth,pain in occiput,1.0,1
elbow pain worse from warmth,prosopalgia,1.0,1
elbow pain worse from warmth,tearing in forearms,1.0,1
elbow pain worse from warmth,stiffness worse on rising from chair,1.0,1
elbow pain worse from warmth,knee pain worse in open air,1.0,1
elbow pain worse from warmth,tendons of knees seem too short,1.0,1
elbow pain worse from warmth,bruised pain in legs in morning,1.0,1
elbow pain worse from warmth,cannot move fingers by will power,1.0,1
elbow pain worse from warmth,stitches in teeth,1.0,1
elbow pain worse from warmth,stitches in sternum from lifting,1.0,1
elbow pain worse from warmth,cracking in knees on walking,1.0,1
elbow pain worse from warmth,paralysis of hands,1.0,1
elbow pain worse from warmth,pinching crampy pain in lumbar region,1.0,1
elbow pain worse from warmth,knee pain better from continual motion,1.0,1
elbow pain worse from warmth,pain in ankle when sitting,1.0,1
elbow pain worse from warmth,stiffness in hollow of knee,1.0,1
elbow pain worse from warmth,drawing pain to ear,1.0,1
elbow pain worse from warmth,swelling of small joints of foot,1.0,1
elbow pain worse from warmth,knee pain worse when sitting,1.0,1
elbow pain worse from warmth,foot pain better by warmth of bed,1.0,1
elbow pain worse from warmth,pain in throat,1.0,1
elbow pain worse from warmth,severe pressive pain in ball of great toe,1.0,1
elbow pain worse from warmth,stitches in sternum from deep breathing,1.0,1
elbow pain worse from warmth,gouty tearing in lower leg,1.0,1
elbow pain worse from warmth,thigh pain worse in open air,1.0,1
elbow pain worse from warmth,tensive pain in hollow of knee,1.0,1
elbow pain worse from warmth,tearing in teeth,1.0,1
elbow pain worse from warmth,bruised pain in os coccyx,1.0,1
elbow pain worse from warmth,aching in hip joints as if dislocated,1.0,1
elbow pain worse from warmth,indurations of finger tendons,1.0,1
elbow pain worse from warmth,weakness in single parts,1.0,1
elbow pain worse from warmth,shoulder pain preventing motion,1.0,1
elbow pain worse from warmth,painful numbness of thumb,1.0,1
elbow pain worse from warmth,gout in hands,1.0,1
elbow pain worse from warmth,tearing in shoulder blades,1.0,1
elbow pain worse from warmth,sprained pain in back,1.0,1
paralysis of vocal cords,bruised pain in thighs in morning,1.0,1
paralysis of vocal cords,tension in right side of neck,1.0,1
paralysis of vocal cords,stitches in left lumbar region,1.0,1
paralysis of vocal cords,tension in ankle joints,1.0,1
paralysis of vocal cords,rheumatic aching in shoulder,1.0,1
paralysis of vocal cords,fingers half-closed,1.0,1
paralysis of vocal cords,paralysis of face,1.0,1
paralysis of vocal cords,thigh pain better by warmth of bed,1.0,1
paralysis of vocal cords,tension in heel,1.0,1
paralysis of vocal cords,muscles feel as if bound,1.0,1
paralysis of vocal cords,backache in coccyx,1.0,1
paralysis of vocal cords,sensation as if sharp crust struck spine,1.0,1
paralysis of vocal cords,drawing pain to cheek,1.0,1
paralysis of vocal cords,pain in loins as if bound by hands,1.0,1
paralysis of vocal cords,tearing in thighs,1.0,1
paralysis of vocal cords,griping clawing about elbow,1.0,1
paralysis of vocal cords,head drawn to right side,1.0,1
paralysis of vocal cords,cannot get into easy position,1.0,1
paralysis of vocal cords,drawing in hands,1.0,1
paralysis of vocal cords,cough affects back of sternum,1.0,1
paralysis of vocal cords,jaw stiff,1.0,1
paralysis of vocal cords,cutting stitches toward toes,1.0,1
paralysis of vocal cords,paralysis of deltoid muscle,1.0,1
paralysis of vocal cords,tendo achillis cramps waken from sleep,1.0,1
paralysis of vocal cords,drawing sticking pain in finger joints,1.0,1
paralysis of vocal cords,tearing pain along lumbar vertebrae,1.0,1
paralysis of vocal cords,contractions of finger tendons,1.0,1
paralysis of vocal cords,leg pain worse in open air,1.0,1
paralysis of vocal cords,drawing in legs,1.0,1
paralysis of vocal cords,tension in knee joints,1.0,1
paralysis of vocal cords,back pain as if from lifting,1.0,1
paralysis of vocal cords,drawing in thighs,1.0,1
paralysis of vocal cords,pains in malar bones,1.0,1
paralysis of vocal cords,tearing pains shift rapidly,1.0,1
paralysis of vocal cords,tearing pains change place often,1.0,1
paralysis of vocal cords,rheumatism of face,1.0,1
paralysis of vocal cords,drawing from knee to malleolus,1.0,1
paralysis of vocal cords,sore bruised pain on side lain on at night,1.0,1
paralysis of vocal cords,cramps in tendo achillis,1.0,1
paralysis of vocal cords,leg pain better by warmth of bed,1.0,1
paralysis of vocal cords,tensive pain in forearms,1.0,1
paralysis of vocal cords,single stitches in shin bone,1.0,1
paralysis of vocal cords,rheumatic conditions with paralytic tendency,1.0,1
paralysis of vocal cords,jaw lame,1.0,1
paralysis of vocal cords,great uneasiness of limbs,1.0,1
paralysis of vocal cords,gouty pains in limbs,1.0,1
paralysis of vocal cords,numbness of ankles,1.0,1
paralysis of vocal cords,burning stitches in great toe,1.0,1
paralysis of vocal cords,nightly burning tearing in shins,1.0,1
paralysis of vocal cords,patient springs out of bed,1.0,1
paralysis of vocal cords,knee pain worse when beginning to walk,1.0,1
paralysis of vocal cords,great restlessness in evening,1.0,1
paralysis of vocal cords,cramps in calves in morning in bed,1.0,1
paralysis of vocal cords,pains in zygomatic arch,1.0,1
paralysis of vocal cords,drawing pain in glenoid cavity of jaw,1.0,1
paralysis of vocal cords,cramps in sole of right foot,1.0,1
paralysis of vocal cords,gouty tearing in feet,1.0,1
paralysis of vocal cords,paralysis of arms,1.0,1
paralysis of vocal cords,darting pain in os coccyx,1.0,1
paralysis of vocal cords,contractions of flexors,1.0,1
paralysis of vocal cords,cough feels as if it tears chest,1.0,1
paralysis of vocal cords,tearing pain to linea alba,1.0,1
paralysis of vocal cords,drawing in shoulder blades,1.0,1
paralysis of vocal cords,rheumatic contraction of tendons antidoted by guaiac,1.0,1
paralysis of vocal cords,pinching crampy pain in buttocks,1.0,1
paralysis of vocal cords,pressure in shoulders,1.0,1
paralysis of vocal cords,pain in middle of spine on swallowing,1.0,1
paralysis of vocal cords,tearing pain in back of neck,1.0,1
paralysis of vocal cords,painful stiffness of back,1.0,1
paralysis of vocal cords,abundance of warty growths,1.0,1
paralysis of vocal cords,stitching pains in hip joints,1.0,1
paralysis of vocal cords,contractions of limbs,1.0,1
paralysis of vocal cords,pressing cramp-like pain in kidney region,1.0,1
paralysis of vocal cords,tearing pains in joints,1.0,1
paralysis of vocal cords,sticking pain inward,1.0,1
paralysis of vocal cords,painful numbness of index finger,1.0,1
paralysis of vocal cords,drawing in feet,1.0,1
paralysis of vocal cords,cramps in tendo achillis at 2 a.m.,1.0,1
paralysis of vocal cords,cough affects throat,1.0,1
paralysis of vocal cords,rheumatism of lower jaw,1.0,1
paralysis of vocal cords,painful stiffness of sacrum,1.0,1
paralysis of vocal cords,tearing boring pain in lower leg with movement,1.0,1
paralysis of vocal cords,dull pain in os coccyx,1.0,1
paralysis of vocal cords,pain in left hip joint as if wrenched,1.0,1
paralysis of vocal cords,drawing in forearms,1.0,1
paralysis of vocal cords,ulcerative pain in heels,1.0,1
paralysis of vocal cords,gouty deposits,1.0,1
paralysis of vocal cords,severe tearing in tendons under right calf,1.0,1
paralysis of vocal cords,pain in elbow joints,1.0,1
paralysis of vocal cords,ankle pain better from walking,1.0,1
paralysis of vocal cords,knee pain better by warmth of bed,1.0,1
paralysis of vocal cords,pains in superior maxilla bones,1.0,1
paralysis of vocal cords,pains in shoulder when dressing in morning,1.0,1
paralysis of vocal cords,foot pain worse in open air,1.0,1
paralysis of vocal cords,pain in occiput,1.0,1
paralysis of vocal cords,prosopalgia,1.0,1
paralysis of vocal cords,tearing in forearms,1.0,1
paralysis of vocal cords,stiffness worse on rising from chair,1.0,1
paralysis of vocal cords,knee pain worse in open air,1.0,1
paralysis of vocal cords,tendons of knees seem too short,1.0,1
paralysis of vocal cords,bruised pain in legs in morning,1.0,1
paralysis of vocal cords,cannot move fingers by will power,1.0,1
paralysis of vocal cords,stitches in teeth,1.0,1
paralysis of vocal cords,stitches in sternum from lifting,1.0,1
paralysis of vocal cords,cracking in knees on walking,1.0,1
paralysis of vocal cords,paralysis of hands,1.0,1
paralysis of vocal cords,pinching crampy pain in lumbar region,1.0,1
paralysis of vocal cords,knee pain better from continual motion,1.0,1
paralysis of vocal cords,pain in ankle when sitting,1.0,1
paralysis of vocal cords,stiffness in hollow of knee,1.0,1
paralysis of vocal cords,drawing pain to ear,1.0,1
paralysis of vocal cords,swelling of small joints of foot,1.0,1
paralysis of vocal cords,knee pain worse when sitting,1.0,1
paralysis of vocal cords,foot pain better by warmth of bed,1.0,1
paralysis of vocal cords,pain in throat,1.0,1
paralysis of vocal cords,severe pressive pain in ball of great toe,1.0,1
paralysis of vocal cords,elbow pain worse from warmth,1.0,1
paralysis of vocal cords,stitches in sternum from deep breathing,1.0,1
paralysis of vocal cords,gouty tearing in lower leg,1.0,1
paralysis of vocal cords,thigh pain worse in open air,1.0,1
paralysis of vocal cords,tensive pain in hollow of knee,1.0,1
paralysis of vocal cords,tearing in teeth,1.0,1
paralysis of vocal cords,bruised pain in os coccyx,1.0,1
paralysis of vocal cords,aching in hip joints as if dislocated,1.0,1
paralysis of vocal cords,indurations of finger tendons,1.0,1
paralysis of vocal cords,weakness in single parts,1.0,1
paralysis of vocal cords,shoulder pain preventing motion,1.0,1
paralysis of vocal cords,painful numbness of thumb,1.0,1
paralysis of vocal cords,gout in hands,1.0,1
paralysis of vocal cords,tearing in shoulder blades,1.0,1
paralysis of vocal cords,sprained pain in back,1.0,1
shoulder pain preventing motion,bruised pain in thighs in morning,1.0,1
shoulder pain preventing motion,tension in right side of neck,1.0,1
shoulder pain preventing motion,stitches in left lumbar region,1.0,1
shoulder pain preventing motion,tension in ankle joints,1.0,1
shoulder pain preventing motion,rheumatic aching in shoulder,1.0,1
shoulder pain preventing motion,fingers half-closed,1.0,1
shoulder pain preventing motion,paralysis of face,1.0,1
shoulder pain preventing motion,thigh pain better by warmth of bed,1.0,1
shoulder pain preventing motion,tension in heel,1.0,1
shoulder pain preventing motion,muscles feel as if bound,1.0,1
shoulder pain preventing motion,backache in coccyx,1.0,1
shoulder pain preventing motion,sensation as if sharp crust struck spine,1.0,1
shoulder pain preventing motion,drawing pain to cheek,1.0,1
shoulder pain preventing motion,pain in loins as if bound by hands,1.0,1
shoulder pain preventing motion,tearing in thighs,1.0,1
shoulder pain preventing motion,griping clawing about elbow,1.0,1
shoulder pain preventing motion,head drawn to right side,1.0,1
shoulder pain preventing motion,cannot get into easy position,1.0,1
shoulder pain preventing motion,drawing in hands,1.0,1
shoulder pain preventing motion,cough affects back of sternum,1.0,1
shoulder pain preventing motion,jaw stiff,1.0,1
shoulder pain preventing motion,cutting stitches toward toes,1.0,1
shoulder pain preventing motion,paralysis of deltoid muscle,1.0,1
shoulder pain preventing motion,tendo achillis cramps waken from sleep,1.0,1
shoulder pain preventing motion,drawing sticking pain in finger joints,1.0,1
shoulder pain preventing motion,tearing pain along lumbar vertebrae,1.0,1
shoulder pain preventing motion,contractions of finger tendons,1.0,1
shoulder pain preventing motion,leg pain worse in open air,1.0,1
shoulder pain preventing motion,drawing in legs,1.0,1
shoulder pain preventing motion,tension in knee joints,1.0,1
shoulder pain preventing motion,back pain as if from lifting,1.0,1
shoulder pain preventing motion,drawing in thighs,1.0,1
shoulder pain preventing motion,pains in malar bones,1.0,1
shoulder pain preventing motion,tearing pains shift rapidly,1.0,1
shoulder pain preventing motion,tearing pains change place often,1.0,1
shoulder pain preventing motion,paralysis of vocal cords,1.0,1
shoulder pain preventing motion,rheumatism of face,1.0,1
shoulder pain preventing motion,drawing from knee to malleolus,1.0,1
shoulder pain preventing motion,sore bruised pain on side lain on at night,1.0,1
shoulder pain preventing motion,cramps in tendo achillis,1.0,1
shoulder pain preventing motion,leg pain better by warmth of bed,1.0,1
shoulder pain preventing motion,tensive pain in forearms,1.0,1
shoulder pain preventing motion,single stitches in shin bone,1.0,1
shoulder pain preventing motion,rheumatic conditions with paralytic tendency,1.0,1
shoulder pain preventing motion,jaw lame,1.0,1
shoulder pain preventing motion,great uneasiness of limbs,1.0,1
shoulder pain preventing motion,gouty pains in limbs,1.0,1
shoulder pain preventing motion,numbness of ankles,1.0,1
shoulder pain preventing motion,burning stitches in great toe,1.0,1
shoulder pain preventing motion,nightly burning tearing in shins,1.0,1
shoulder pain preventing motion,patient springs out of bed,1.0,1
shoulder pain preventing motion,knee pain worse when beginning to walk,1.0,1
shoulder pain preventing motion,great restlessness in evening,1.0,1
shoulder pain preventing motion,cramps in calves in morning in bed,1.0,1
shoulder pain preventing motion,pains in zygomatic arch,1.0,1
shoulder pain preventing motion,drawing pain in glenoid cavity of jaw,1.0,1
shoulder pain preventing motion,cramps in sole of right foot,1.0,1
shoulder pain preventing motion,gouty tearing in feet,1.0,1
shoulder pain preventing motion,paralysis of arms,1.0,1
shoulder pain preventing motion,darting pain in os coccyx,1.0,1
shoulder pain preventing motion,contractions of flexors,1.0,1
shoulder pain preventing motion,cough feels as if it tears chest,1.0,1
shoulder pain preventing motion,tearing pain to linea alba,1.0,1
shoulder pain preventing motion,drawing in shoulder blades,1.0,1
shoulder pain preventing motion,rheumatic contraction of tendons antidoted by guaiac,1.0,1
shoulder pain preventing motion,pinching crampy pain in buttocks,1.0,1
shoulder pain preventing motion,pressure in shoulders,1.0,1
shoulder pain preventing motion,pain in middle of spine on swallowing,1.0,1
shoulder pain preventing motion,tearing pain in back of neck,1.0,1
shoulder pain preventing motion,painful stiffness of back,1.0,1
shoulder pain preventing motion,abundance of warty growths,1.0,1
shoulder pain preventing motion,stitching pains in hip joints,1.0,1
shoulder pain preventing motion,contractions of limbs,1.0,1
shoulder pain preventing motion,pressing cramp-like pain in kidney region,1.0,1
shoulder pain preventing motion,tearing pains in joints,1.0,1
shoulder pain preventing motion,sticking pain inward,1.0,1
shoulder pain preventing motion,painful numbness of index finger,1.0,1
shoulder pain preventing motion,drawing in feet,1.0,1
shoulder pain preventing motion,cramps in tendo achillis at 2 a.m.,1.0,1
shoulder pain preventing motion,cough affects throat,1.0,1
shoulder pain preventing motion,rheumatism of lower jaw,1.0,1
shoulder pain preventing motion,painful stiffness of sacrum,1.0,1
shoulder pain preventing motion,tearing boring pain in lower leg with movement,1.0,1
shoulder pain preventing motion,dull pain in os coccyx,1.0,1
shoulder pain preventing motion,pain in left hip joint as if wrenched,1.0,1
shoulder pain preventing motion,drawing in forearms,1.0,1
shoulder pain preventing motion,ulcerative pain in heels,1.0,1
shoulder pain preventing motion,gouty deposits,1.0,1
shoulder pain preventing motion,severe tearing in tendons under right calf,1.0,1
shoulder pain preventing motion,pain in elbow joints,1.0,1
shoulder pain preventing motion,ankle pain better from walking,1.0,1
shoulder pain preventing motion,knee pain better by warmth of bed,1.0,1
shoulder pain preventing motion,pains in superior maxilla bones,1.0,1
shoulder pain preventing motion,pains in shoulder when dressing in morning,1.0,1
shoulder pain preventing motion,foot pain worse in open air,1.0,1
shoulder pain preventing motion,pain in occiput,1.0,1
shoulder pain preventing motion,prosopalgia,1.0,1
shoulder pain preventing motion,tearing in forearms,1.0,1
shoulder pain preventing motion,stiffness worse on rising from chair,1.0,1
shoulder pain preventing motion,knee pain worse in open air,1.0,1
shoulder pain preventing motion,tendons of knees seem too short,1.0,1
shoulder pain preventing motion,bruised pain in legs in morning,1.0,1
shoulder pain preventing motion,cannot move fingers by will power,1.0,1
shoulder pain preventing motion,stitches in teeth,1.0,1
shoulder pain preventing motion,stitches in sternum from lifting,1.0,1
shoulder pain preventing motion,cracking in knees on walking,1.0,1
shoulder pain preventing motion,paralysis of hands,1.0,1
shoulder pain preventing motion,pinching crampy pain in lumbar region,1.0,1
shoulder pain preventing motion,knee pain better from continual motion,1.0,1
shoulder pain preventing motion,pain in ankle when sitting,1.0,1
shoulder pain preventing motion,stiffness in hollow of knee,1.0,1
shoulder pain preventing motion,drawing pain to ear,1.0,1
shoulder pain preventing motion,swelling of small joints of foot,1.0,1
shoulder pain preventing motion,knee pain worse when sitting,1.0,1
shoulder pain preventing motion,foot pain better by warmth of bed,1.0,1
shoulder pain preventing motion,pain in throat,1.0,1
shoulder pain preventing motion,severe pressive pain in ball of great toe,1.0,1
shoulder pain preventing motion,elbow pain worse from warmth,1.0,1
shoulder pain preventing motion,stitches in sternum from deep breathing,1.0,1
shoulder pain preventing motion,gouty tearing in lower leg,1.0,1
shoulder pain preventing motion,thigh pain worse in open air,1.0,1
shoulder pain preventing motion,tensive pain in hollow of knee,1.0,1
shoulder pain preventing motion,tearing in teeth,1.0,1
shoulder pain preventing motion,bruised pain in os coccyx,1.0,1
shoulder pain preventing motion,aching in hip joints as if dislocated,1.0,1
shoulder pain preventing motion,indurations of finger tendons,1.0,1
shoulder pain preventing motion,weakness in single parts,1.0,1
shoulder pain preventing motion,painful numbness of thumb,1.0,1
shoulder pain preventing motion,gout in hands,1.0,1
shoulder pain preventing motion,tearing in shoulder blades,1.0,1
shoulder pain preventing motion,sprained pain in back,1.0,1
muscles feel as if bound,bruised pain in thighs in morning,1.0,1
muscles feel as if bound,tension in right side of neck,1.0,1
muscles feel as if bound,stitches in left lumbar region,1.0,1
muscles feel as if bound,tension in ankle joints,1.0,1
muscles feel as if bound,rheumatic aching in shoulder,1.0,1
muscles feel as if bound,fingers half-closed,1.0,1
muscles feel as if bound,paralysis of face,1.0,1
muscles feel as if bound,thigh pain better by warmth of bed,1.0,1
muscles feel as if bound,tension in heel,1.0,1
muscles feel as if bound,backache in coccyx,1.0,1
muscles feel as if bound,sensation as if sharp crust struck spine,1.0,1
muscles feel as if bound,drawing pain to cheek,1.0,1
muscles feel as if bound,pain in loins as if bound by hands,1.0,1
muscles feel as if bound,tearing in thighs,1.0,1
muscles feel as if bound,griping clawing about elbow,1.0,1
muscles feel as if bound,head drawn to right side,1.0,1
muscles feel as if bound,cannot get into easy position,1.0,1
muscles feel as if bound,drawing in hands,1.0,1
muscles feel as if bound,cough affects back of sternum,1.0,1
muscles feel as if bound,jaw stiff,1.0,1
muscles feel as if bound,cutting stitches toward toes,1.0,1
muscles feel as if bound,paralysis of deltoid muscle,1.0,1
muscles feel as if bound,tendo achillis cramps waken from sleep,1.0,1
muscles feel as if bound,drawing sticking pain in finger joints,1.0,1
muscles feel as if bound,tearing pain along lumbar vertebrae,1.0,1
muscles feel as if bound,contractions of finger tendons,1.0,1
muscles feel as if bound,leg pain worse in open air,1.0,1
muscles feel as if bound,drawing in legs,1.0,1
muscles feel as if bound,tension in knee joints,1.0,1
muscles feel as if bound,back pain as if from lifting,1.0,1
muscles feel as if bound,drawing in thighs,1.0,1
muscles feel as if bound,pains in malar bones,1.0,1
muscles feel as if bound,tearing pains shift rapidly,1.0,1
muscles feel as if bound,tearing pains change place often,1.0,1
muscles feel as if bound,paralysis of vocal cords,1.0,1
muscles feel as if bound,rheumatism of face,1.0,1
muscles feel as if bound,drawing from knee to malleolus,1.0,1
muscles feel as if bound,sore bruised pain on side lain on at night,1.0,1
muscles feel as if bound,cramps in tendo achillis,1.0,1
muscles feel as if bound,leg pain better by warmth of bed,1.0,1
muscles feel as if bound,tensive pain in forearms,1.0,1
muscles feel as if bound,single stitches in shin bone,1.0,1
muscles feel as if bound,rheumatic conditions with paralytic tendency,1.0,1
muscles feel as if bound,jaw lame,1.0,1
muscles feel as if bound,great uneasiness of limbs,1.0,1
muscles feel as if bound,gouty pains in limbs,1.0,1
muscles feel as if bound,numbness of ankles,1.0,1
muscles feel as if bound,burning stitches in great toe,1.0,1
muscles feel as if bound,nightly burning tearing in shins,1.0,1
muscles feel as if bound,patient springs out of bed,1.0,1
muscles feel as if bound,knee pain worse when beginning to walk,1.0,1
muscles feel as if bound,great restlessness in evening,1.0,1
muscles feel as if bound,cramps in calves in morning in bed,1.0,1
muscles feel as if bound,pains in zygomatic arch,1.0,1
muscles feel as if bound,drawing pain in glenoid cavity of jaw,1.0,1
muscles feel as if bound,cramps in sole of right foot,1.0,1
muscles feel as if bound,gouty tearing in feet,1.0,1
muscles feel as if bound,paralysis of arms,1.0,1
muscles feel as if bound,darting pain in os coccyx,1.0,1
muscles feel as if bound,contractions of flexors,1.0,1
muscles feel as if bound,cough feels as if it tears chest,1.0,1
muscles feel as if bound,tearing pain to linea alba,1.0,1
muscles feel as if bound,drawing in shoulder blades,1.0,1
muscles feel as if bound,rheumatic contraction of tendons antidoted by guaiac,1.0,1
muscles feel as if bound,pinching crampy pain in buttocks,1.0,1
muscles feel as if bound,pressure in shoulders,1.0,1
muscles feel as if bound,pain in middle of spine on swallowing,1.0,1
muscles feel as if bound,tearing pain in back of neck,1.0,1
muscles feel as if bound,painful stiffness of back,1.0,1
muscles feel as if bound,abundance of warty growths,1.0,1
muscles feel as if bound,stitching pains in hip joints,1.0,1
muscles feel as if bound,contractions of limbs,1.0,1
muscles feel as if bound,pressing cramp-like pain in kidney region,1.0,1
muscles feel as if bound,tearing pains in joints,1.0,1
muscles feel as if bound,sticking pain inward,1.0,1
muscles feel as if bound,painful numbness of index finger,1.0,1
muscles feel as if bound,drawing in feet,1.0,1
muscles feel as if bound,cramps in tendo achillis at 2 a.m.,1.0,1
muscles feel as if bound,cough affects throat,1.0,1
muscles feel as if bound,rheumatism of lower jaw,1.0,1
muscles feel as if bound,painful stiffness of sacrum,1.0,1
muscles feel as if bound,tearing boring pain in lower leg with movement,1.0,1
muscles feel as if bound,dull pain in os coccyx,1.0,1
muscles feel as if bound,pain in left hip joint as if wrenched,1.0,1
muscles feel as if bound,drawing in forearms,1.0,1
muscles feel as if bound,ulcerative pain in heels,1.0,1
muscles feel as if bound,gouty deposits,1.0,1
muscles feel as if bound,severe tearing in tendons under right calf,1.0,1
muscles feel as if bound,pain in elbow joints,1.0,1
muscles feel as if bound,ankle pain better from walking,1.0,1
muscles feel as if bound,knee pain better by warmth of bed,1.0,1
muscles feel as if bound,pains in superior maxilla bones,1.0,1
muscles feel as if bound,pains in shoulder when dressing in morning,1.0,1
muscles feel as if bound,foot pain worse in open air,1.0,1
muscles feel as if bound,pain in occiput,1.0,1
muscles feel as if bound,prosopalgia,1.0,1
muscles feel as if bound,tearing in forearms,1.0,1
muscles feel as if bound,stiffness worse on rising from chair,1.0,1
muscles feel as if bound,knee pain worse in open air,1.0,1
muscles feel as if bound,tendons of knees seem too short,1.0,1
muscles feel as if bound,bruised pain in legs in morning,1.0,1
muscles feel as if bound,cannot move fingers by will power,1.0,1
muscles feel as if bound,stitches in teeth,1.0,1
muscles feel as if bound,stitches in sternum from lifting,1.0,1
muscles feel as if bound,cracking in knees on walking,1.0,1
muscles feel as if bound,paralysis of hands,1.0,1
muscles feel as if bound,pinching crampy pain in lumbar region,1.0,1
muscles feel as if bound,knee pain better from continual motion,1.0,1
