### Cluster 33 — Symptoms (87)
Symptom,Frequency 
can hardly rise from a seat,gouty pain in wrist,1.0,1
can hardly rise from a seat,swelling in knees,1.0,1
can hardly rise from a seat,violent bruised pain in legs,1.0,1
can hardly rise from a seat,psoric origin,1.0,1
can hardly rise from a seat,drawing pain in feet,1.0,1
can hardly rise from a seat,violent bruised pain in joints,1.0,1
can hardly rise from a seat,sticking in shoulders,1.0,1
can hardly rise from a seat,pressure in sacrum,1.0,1
can hardly rise from a seat,stiffness in legs,1.0,1
can hardly rise from a seat,drawing pain in nape of neck,1.0,1
can hardly rise from a seat,boring pain,1.0,1
can hardly rise from a seat,can only turn head to one side,1.0,1
can hardly rise from a seat,burning of skin,1.0,1
can hardly rise from a seat,stiffness in elbow,1.0,1
can hardly rise from a seat,pain as from a sprain in nape of neck,1.0,1
can hardly rise from a seat,gouty pain in hands,1.0,1
can hardly rise from a seat,gouty pain in fingers,1.0,1
can hardly rise from a seat,pain as from a sprain in shoulder,1.0,1
can hardly rise from a seat,violent bruised pain in knees,1.0,1
can hardly rise from a seat,drawing pain in legs,1.0,1
can hardly rise from a seat,violent bruised pain in thighs,1.0,1
can hardly rise from a seat,worse in open air,1.0,1
itching of skin,sticking pain in small of back,1.0,1
itching of skin,rheumatism of joints,1.0,1
itching of skin,sticking pain in knees,1.0,1
itching of skin,stiffness in feet,1.0,1
itching of skin,drawing pain in fingers,1.0,1
itching of skin,violent bruised pain in feet,1.0,1
itching of skin,swelling of hands,1.0,1
itching of skin,drawing pain in ankles,1.0,1
itching of skin,sticking pain in ankles,1.0,1
itching of skin,tearing pain in ankles,1.0,1
itching of skin,sticking pain in legs,1.0,1
itching of skin,violent bruised pain in back,1.0,1
itching of skin,sticking pain in arms,1.0,1
itching of skin,tearing pain in thighs,1.0,1
itching of skin,rheumatism of shoulder,1.0,1
itching of skin,sticking pain in hips,1.0,1
itching of skin,headache worse lying on back,1.0,1
itching of skin,tearing pain in nape of neck,1.0,1
itching of skin,pressive pain in small of back,1.0,1
itching of skin,tearing in wrist,1.0,1
itching of skin,chronic cases,1.0,1
itching of skin,gouty pain in feet,1.0,1
itching of skin,pain as from a sprain in shoulders,1.0,1
itching of skin,gouty diathesis,1.0,1
itching of skin,chronic articular rheumatism,1.0,1
itching of skin,suppressed eruptions,1.0,1
itching of skin,sticking in fingers,1.0,1
itching of skin,sticking pain in feet,1.0,1
itching of skin,drawing pain in all joints,1.0,1
itching of skin,pressive pain,1.0,1
itching of skin,pressure between shoulder blades,1.0,1
itching of skin,can hardly rise from a seat,1.0,1
itching of skin,stiffness in hands,1.0,1
itching of skin,violent bruised pain in sacrum,1.0,1
itching of skin,sticking pain in elbow,1.0,1
itching of skin,pressing pain in nape of neck,1.0,1
itching of skin,violent bruised pain in arms,1.0,1
itching of skin,stiffness in wrist,1.0,1
itching of skin,psoric manifestations,1.0,1
itching of skin,violent bruised pain in elbow,1.0,1
itching of skin,swelling in ankles,1.0,1
itching of skin,sticking in wrist,1.0,1
itching of skin,tearing pain in joints,1.0,1
itching of skin,sticking pain in thighs,1.0,1
itching of skin,stiffness in hips,1.0,1
itching of skin,violent bruised pain in hips,1.0,1
itching of skin,pain as from overlifting in small of back,1.0,1
itching of skin,sticking in hands,1.0,1
itching of skin,stiffness of shoulder,1.0,1
itching of skin,violent bruised pain in ankles,1.0,1
itching of skin,sticking in sacrum,1.0,1
itching of skin,headache worse in open air,1.0,1
itching of skin,tearing pain in hips,1.0,1
itching of skin,swelling of fingers,1.0,1
itching of skin,drawing pain in wrist,1.0,1
itching of skin,stiffness in fingers,1.0,1
itching of skin,drawing pain in arms,1.0,1
itching of skin,drawing pain in hands,1.0,1
itching of skin,rheumatism of muscles of neck,1.0,1
itching of skin,sticking pain in joints,1.0,1
itching of skin,sticking between shoulder blades,1.0,1
itching of skin,sticking pain in nape of neck,1.0,1
itching of skin,tearing pain in shoulder,1.0,1
itching of skin,tearing pain in elbow,1.0,1
itching of skin,gouty pain in wrist,1.0,1
itching of skin,swelling in knees,1.0,1
itching of skin,violent bruised pain in legs,1.0,1
itching of skin,psoric origin,1.0,1
itching of skin,drawing pain in feet,1.0,1
itching of skin,violent bruised pain in joints,1.0,1
itching of skin,sticking in shoulders,1.0,1
itching of skin,pressure in sacrum,1.0,1
itching of skin,stiffness in legs,1.0,1
itching of skin,drawing pain in nape of neck,1.0,1
itching of skin,boring pain,1.0,1
itching of skin,can only turn head to one side,1.0,1
itching of skin,burning of skin,1.0,1
itching of skin,stiffness in elbow,1.0,1
itching of skin,pain as from a sprain in nape of neck,1.0,1
itching of skin,gouty pain in hands,1.0,1
itching of skin,gouty pain in fingers,1.0,1
itching of skin,pain as from a sprain in shoulder,1.0,1
itching of skin,violent bruised pain in knees,1.0,1
itching of skin,drawing pain in legs,1.0,1
itching of skin,violent bruised pain in thighs,1.0,1
itching of skin,worse in open air,1.0,1
sticking pain in nape of neck,sticking pain in small of back,1.0,1
sticking pain in nape of neck,rheumatism of joints,1.0,1
sticking pain in nape of neck,sticking pain in knees,1.0,1
sticking pain in nape of neck,stiffness in feet,1.0,1
sticking pain in nape of neck,drawing pain in fingers,1.0,1
sticking pain in nape of neck,violent bruised pain in feet,1.0,1
sticking pain in nape of neck,swelling of hands,1.0,1
sticking pain in nape of neck,drawing pain in ankles,1.0,1
sticking pain in nape of neck,sticking pain in ankles,1.0,1
sticking pain in nape of neck,itching of skin,1.0,1
sticking pain in nape of neck,tearing pain in ankles,1.0,1
sticking pain in nape of neck,sticking pain in legs,1.0,1
sticking pain in nape of neck,violent bruised pain in back,1.0,1
sticking pain in nape of neck,sticking pain in arms,1.0,1
sticking pain in nape of neck,tearing pain in thighs,1.0,1
sticking pain in nape of neck,rheumatism of shoulder,1.0,1
sticking pain in nape of neck,sticking pain in hips,1.0,1
sticking pain in nape of neck,headache worse lying on back,1.0,1
sticking pain in nape of neck,tearing pain in nape of neck,1.0,1
sticking pain in nape of neck,pressive pain in small of back,1.0,1
sticking pain in nape of neck,tearing in wrist,1.0,1
sticking pain in nape of neck,chronic cases,1.0,1
sticking pain in nape of neck,gouty pain in feet,1.0,1
sticking pain in nape of neck,pain as from a sprain in shoulders,1.0,1
sticking pain in nape of neck,gouty diathesis,1.0,1
sticking pain in nape of neck,chronic articular rheumatism,1.0,1
sticking pain in nape of neck,suppressed eruptions,1.0,1
sticking pain in nape of neck,sticking in fingers,1.0,1
sticking pain in nape of neck,sticking pain in feet,1.0,1
sticking pain in nape of neck,drawing pain in all joints,1.0,1
sticking pain in nape of neck,pressive pain,1.0,1
sticking pain in nape of neck,pressure between shoulder blades,1.0,1
sticking pain in nape of neck,can hardly rise from a seat,1.0,1
sticking pain in nape of neck,stiffness in hands,1.0,1
sticking pain in nape of neck,violent bruised pain in sacrum,1.0,1
sticking pain in nape of neck,sticking pain in elbow,1.0,1
sticking pain in nape of neck,pressing pain in nape of neck,1.0,1
sticking pain in nape of neck,violent bruised pain in arms,1.0,1
sticking pain in nape of neck,stiffness in wrist,1.0,1
sticking pain in nape of neck,psoric manifestations,1.0,1
sticking pain in nape of neck,violent bruised pain in elbow,1.0,1
sticking pain in nape of neck,swelling in ankles,1.0,1
sticking pain in nape of neck,sticking in wrist,1.0,1
sticking pain in nape of neck,tearing pain in joints,1.0,1
sticking pain in nape of neck,sticking pain in thighs,1.0,1
sticking pain in nape of neck,stiffness in hips,1.0,1
sticking pain in nape of neck,violent bruised pain in hips,1.0,1
sticking pain in nape of neck,pain as from overlifting in small of back,1.0,1
sticking pain in nape of neck,sticking in hands,1.0,1
sticking pain in nape of neck,stiffness of shoulder,1.0,1
sticking pain in nape of neck,violent bruised pain in ankles,1.0,1
sticking pain in nape of neck,sticking in sacrum,1.0,1
sticking pain in nape of neck,headache worse in open air,1.0,1
sticking pain in nape of neck,tearing pain in hips,1.0,1
sticking pain in nape of neck,swelling of fingers,1.0,1
sticking pain in nape of neck,drawing pain in wrist,1.0,1
sticking pain in nape of neck,stiffness in fingers,1.0,1
sticking pain in nape of neck,drawing pain in arms,1.0,1
sticking pain in nape of neck,drawing pain in hands,1.0,1
sticking pain in nape of neck,rheumatism of muscles of neck,1.0,1
sticking pain in nape of neck,sticking pain in joints,1.0,1
sticking pain in nape of neck,sticking between shoulder blades,1.0,1
sticking pain in nape of neck,tearing pain in shoulder,1.0,1
sticking pain in nape of neck,tearing pain in elbow,1.0,1
sticking pain in nape of neck,gouty pain in wrist,1.0,1
sticking pain in nape of neck,swelling in knees,1.0,1
sticking pain in nape of neck,violent bruised pain in legs,1.0,1
sticking pain in nape of neck,psoric origin,1.0,1
sticking pain in nape of neck,drawing pain in feet,1.0,1
sticking pain in nape of neck,violent bruised pain in joints,1.0,1
sticking pain in nape of neck,sticking in shoulders,1.0,1
sticking pain in nape of neck,pressure in sacrum,1.0,1
sticking pain in nape of neck,stiffness in legs,1.0,1
sticking pain in nape of neck,drawing pain in nape of neck,1.0,1
sticking pain in nape of neck,boring pain,1.0,1
sticking pain in nape of neck,can only turn head to one side,1.0,1
sticking pain in nape of neck,burning of skin,1.0,1
sticking pain in nape of neck,stiffness in elbow,1.0,1
sticking pain in nape of neck,pain as from a sprain in nape of neck,1.0,1
sticking pain in nape of neck,gouty pain in hands,1.0,1
sticking pain in nape of neck,gouty pain in fingers,1.0,1
sticking pain in nape of neck,pain as from a sprain in shoulder,1.0,1
sticking pain in nape of neck,violent bruised pain in knees,1.0,1
sticking pain in nape of neck,drawing pain in legs,1.0,1
sticking pain in nape of neck,violent bruised pain in thighs,1.0,1
sticking pain in nape of neck,worse in open air,1.0,1
drawing pain in wrist,sticking pain in small of back,1.0,1
drawing pain in wrist,rheumatism of joints,1.0,1
drawing pain in wrist,sticking pain in knees,1.0,1
drawing pain in wrist,stiffness in feet,1.0,1
drawing pain in wrist,drawing pain in fingers,1.0,1
drawing pain in wrist,violent bruised pain in feet,1.0,1
drawing pain in wrist,swelling of hands,1.0,1
drawing pain in wrist,drawing pain in ankles,1.0,1
drawing pain in wrist,sticking pain in ankles,1.0,1
drawing pain in wrist,itching of skin,1.0,1
drawing pain in wrist,tearing pain in ankles,1.0,1
drawing pain in wrist,sticking pain in legs,1.0,1
drawing pain in wrist,violent bruised pain in back,1.0,1
drawing pain in wrist,sticking pain in arms,1.0,1
drawing pain in wrist,tearing pain in thighs,1.0,1
drawing pain in wrist,rheumatism of shoulder,1.0,1
drawing pain in wrist,sticking pain in hips,1.0,1
drawing pain in wrist,headache worse lying on back,1.0,1
drawing pain in wrist,tearing pain in nape of neck,1.0,1
drawing pain in wrist,pressive pain in small of back,1.0,1
drawing pain in wrist,tearing in wrist,1.0,1
drawing pain in wrist,chronic cases,1.0,1
drawing pain in wrist,gouty pain in feet,1.0,1
drawing pain in wrist,pain as from a sprain in shoulders,1.0,1
drawing pain in wrist,gouty diathesis,1.0,1
drawing pain in wrist,chronic articular rheumatism,1.0,1
drawing pain in wrist,suppressed eruptions,1.0,1
drawing pain in wrist,sticking in fingers,1.0,1
drawing pain in wrist,sticking pain in feet,1.0,1
drawing pain in wrist,drawing pain in all joints,1.0,1
drawing pain in wrist,pressive pain,1.0,1
drawing pain in wrist,pressure between shoulder blades,1.0,1
drawing pain in wrist,can hardly rise from a seat,1.0,1
drawing pain in wrist,stiffness in hands,1.0,1
drawing pain in wrist,violent bruised pain in sacrum,1.0,1
drawing pain in wrist,sticking pain in elbow,1.0,1
drawing pain in wrist,pressing pain in nape of neck,1.0,1
drawing pain in wrist,violent bruised pain in arms,1.0,1
drawing pain in wrist,stiffness in wrist,1.0,1
drawing pain in wrist,psoric manifestations,1.0,1
drawing pain in wrist,violent bruised pain in elbow,1.0,1
drawing pain in wrist,swelling in ankles,1.0,1
drawing pain in wrist,sticking in wrist,1.0,1
drawing pain in wrist,tearing pain in joints,1.0,1
drawing pain in wrist,sticking pain in thighs,1.0,1
drawing pain in wrist,stiffness in hips,1.0,1
drawing pain in wrist,violent bruised pain in hips,1.0,1
drawing pain in wrist,pain as from overlifting in small of back,1.0,1
drawing pain in wrist,sticking in hands,1.0,1
drawing pain in wrist,stiffness of shoulder,1.0,1
drawing pain in wrist,violent bruised pain in ankles,1.0,1
drawing pain in wrist,sticking in sacrum,1.0,1
drawing pain in wrist,headache worse in open air,1.0,1
drawing pain in wrist,tearing pain in hips,1.0,1
drawing pain in wrist,swelling of fingers,1.0,1
drawing pain in wrist,stiffness in fingers,1.0,1
drawing pain in wrist,drawing pain in arms,1.0,1
drawing pain in wrist,drawing pain in hands,1.0,1
drawing pain in wrist,rheumatism of muscles of neck,1.0,1
drawing pain in wrist,sticking pain in joints,1.0,1
drawing pain in wrist,sticking between shoulder blades,1.0,1
drawing pain in wrist,sticking pain in nape of neck,1.0,1
drawing pain in wrist,tearing pain in shoulder,1.0,1
drawing pain in wrist,tearing pain in elbow,1.0,1
drawing pain in wrist,gouty pain in wrist,1.0,1
drawing pain in wrist,swelling in knees,1.0,1
drawing pain in wrist,violent bruised pain in legs,1.0,1
drawing pain in wrist,psoric origin,1.0,1
drawing pain in wrist,drawing pain in feet,1.0,1
drawing pain in wrist,violent bruised pain in joints,1.0,1
drawing pain in wrist,sticking in shoulders,1.0,1
drawing pain in wrist,pressure in sacrum,1.0,1
drawing pain in wrist,stiffness in legs,1.0,1
drawing pain in wrist,drawing pain in nape of neck,1.0,1
drawing pain in wrist,boring pain,1.0,1
drawing pain in wrist,can only turn head to one side,1.0,1
drawing pain in wrist,burning of skin,1.0,1
drawing pain in wrist,stiffness in elbow,1.0,1
drawing pain in wrist,pain as from a sprain in nape of neck,1.0,1
drawing pain in wrist,gouty pain in hands,1.0,1
drawing pain in wrist,gouty pain in fingers,1.0,1
drawing pain in wrist,pain as from a sprain in shoulder,1.0,1
drawing pain in wrist,violent bruised pain in knees,1.0,1
drawing pain in wrist,drawing pain in legs,1.0,1
drawing pain in wrist,violent bruised pain in thighs,1.0,1
drawing pain in wrist,worse in open air,1.0,1
tearing pain in ankles,sticking pain in small of back,1.0,1
tearing pain in ankles,rheumatism of joints,1.0,1
tearing pain in ankles,sticking pain in knees,1.0,1
tearing pain in ankles,stiffness in feet,1.0,1
tearing pain in ankles,drawing pain in fingers,1.0,1
tearing pain in ankles,violent bruised pain in feet,1.0,1
tearing pain in ankles,swelling of hands,1.0,1
tearing pain in ankles,drawing pain in ankles,1.0,1
tearing pain in ankles,sticking pain in ankles,1.0,1
tearing pain in ankles,itching of skin,1.0,1
tearing pain in ankles,sticking pain in legs,1.0,1
tearing pain in ankles,violent bruised pain in back,1.0,1
tearing pain in ankles,sticking pain in arms,1.0,1
tearing pain in ankles,tearing pain in thighs,1.0,1
tearing pain in ankles,rheumatism of shoulder,1.0,1
tearing pain in ankles,sticking pain in hips,1.0,1
tearing pain in ankles,headache worse lying on back,1.0,1
tearing pain in ankles,tearing pain in nape of neck,1.0,1
tearing pain in ankles,pressive pain in small of back,1.0,1
tearing pain in ankles,tearing in wrist,1.0,1
tearing pain in ankles,chronic cases,1.0,1
tearing pain in ankles,gouty pain in feet,1.0,1
tearing pain in ankles,pain as from a sprain in shoulders,1.0,1
tearing pain in ankles,gouty diathesis,1.0,1
tearing pain in ankles,chronic articular rheumatism,1.0,1
tearing pain in ankles,suppressed eruptions,1.0,1
tearing pain in ankles,sticking in fingers,1.0,1
tearing pain in ankles,sticking pain in feet,1.0,1
tearing pain in ankles,drawing pain in all joints,1.0,1
tearing pain in ankles,pressive pain,1.0,1
tearing pain in ankles,pressure between shoulder blades,1.0,1
tearing pain in ankles,can hardly rise from a seat,1.0,1
tearing pain in ankles,stiffness in hands,1.0,1
tearing pain in ankles,violent bruised pain in sacrum,1.0,1
tearing pain in ankles,sticking pain in elbow,1.0,1
tearing pain in ankles,pressing pain in nape of neck,1.0,1
tearing pain in ankles,violent bruised pain in arms,1.0,1
tearing pain in ankles,stiffness in wrist,1.0,1
tearing pain in ankles,psoric manifestations,1.0,1
tearing pain in ankles,violent bruised pain in elbow,1.0,1
tearing pain in ankles,swelling in ankles,1.0,1
tearing pain in ankles,sticking in wrist,1.0,1
tearing pain in ankles,tearing pain in joints,1.0,1
tearing pain in ankles,sticking pain in thighs,1.0,1
tearing pain in ankles,stiffness in hips,1.0,1
tearing pain in ankles,violent bruised pain in hips,1.0,1
tearing pain in ankles,pain as from overlifting in small of back,1.0,1
tearing pain in ankles,sticking in hands,1.0,1
tearing pain in ankles,stiffness of shoulder,1.0,1
tearing pain in ankles,violent bruised pain in ankles,1.0,1
tearing pain in ankles,sticking in sacrum,1.0,1
tearing pain in ankles,headache worse in open air,1.0,1
tearing pain in ankles,tearing pain in hips,1.0,1
tearing pain in ankles,swelling of fingers,1.0,1
tearing pain in ankles,drawing pain in wrist,1.0,1
tearing pain in ankles,stiffness in fingers,1.0,1
tearing pain in ankles,drawing pain in arms,1.0,1
tearing pain in ankles,drawing pain in hands,1.0,1
tearing pain in ankles,rheumatism of muscles of neck,1.0,1
tearing pain in ankles,sticking pain in joints,1.0,1
tearing pain in ankles,sticking between shoulder blades,1.0,1
tearing pain in ankles,sticking pain in nape of neck,1.0,1
tearing pain in ankles,tearing pain in shoulder,1.0,1
tearing pain in ankles,tearing pain in elbow,1.0,1
tearing pain in ankles,gouty pain in wrist,1.0,1
tearing pain in ankles,swelling in knees,1.0,1
tearing pain in ankles,violent bruised pain in legs,1.0,1
tearing pain in ankles,psoric origin,1.0,1
tearing pain in ankles,drawing pain in feet,1.0,1
tearing pain in ankles,violent bruised pain in joints,1.0,1
tearing pain in ankles,sticking in shoulders,1.0,1
tearing pain in ankles,pressure in sacrum,1.0,1
tearing pain in ankles,stiffness in legs,1.0,1
tearing pain in ankles,drawing pain in nape of neck,1.0,1
tearing pain in ankles,boring pain,1.0,1
tearing pain in ankles,can only turn head to one side,1.0,1
tearing pain in ankles,burning of skin,1.0,1
tearing pain in ankles,stiffness in elbow,1.0,1
tearing pain in ankles,pain as from a sprain in nape of neck,1.0,1
tearing pain in ankles,gouty pain in hands,1.0,1
tearing pain in ankles,gouty pain in fingers,1.0,1
tearing pain in ankles,pain as from a sprain in shoulder,1.0,1
tearing pain in ankles,violent bruised pain in knees,1.0,1
tearing pain in ankles,drawing pain in legs,1.0,1
tearing pain in ankles,violent bruised pain in thighs,1.0,1
tearing pain in ankles,worse in open air,1.0,1
tearing pain in nape of neck,sticking pain in small of back,1.0,1
tearing pain in nape of neck,rheumatism of joints,1.0,1
tearing pain in nape of neck,sticking pain in knees,1.0,1
tearing pain in nape of neck,stiffness in feet,1.0,1
tearing pain in nape of neck,drawing pain in fingers,1.0,1
tearing pain in nape of neck,violent bruised pain in feet,1.0,1
tearing pain in nape of neck,swelling of hands,1.0,1
tearing pain in nape of neck,drawing pain in ankles,1.0,1
tearing pain in nape of neck,sticking pain in ankles,1.0,1
tearing pain in nape of neck,itching of skin,1.0,1
tearing pain in nape of neck,tearing pain in ankles,1.0,1
tearing pain in nape of neck,sticking pain in legs,1.0,1
tearing pain in nape of neck,violent bruised pain in back,1.0,1
tearing pain in nape of neck,sticking pain in arms,1.0,1
tearing pain in nape of neck,tearing pain in thighs,1.0,1
tearing pain in nape of neck,rheumatism of shoulder,1.0,1
tearing pain in nape of neck,sticking pain in hips,1.0,1
tearing pain in nape of neck,headache worse lying on back,1.0,1
tearing pain in nape of neck,pressive pain in small of back,1.0,1
tearing pain in nape of neck,tearing in wrist,1.0,1
tearing pain in nape of neck,chronic cases,1.0,1
tearing pain in nape of neck,gouty pain in feet,1.0,1
tearing pain in nape of neck,pain as from a sprain in shoulders,1.0,1
tearing pain in nape of neck,gouty diathesis,1.0,1
tearing pain in nape of neck,chronic articular rheumatism,1.0,1
tearing pain in nape of neck,suppressed eruptions,1.0,1
tearing pain in nape of neck,sticking in fingers,1.0,1
tearing pain in nape of neck,sticking pain in feet,1.0,1
tearing pain in nape of neck,drawing pain in all joints,1.0,1
tearing pain in nape of neck,pressive pain,1.0,1
tearing pain in nape of neck,pressure between shoulder blades,1.0,1
tearing pain in nape of neck,can hardly rise from a seat,1.0,1
tearing pain in nape of neck,stiffness in hands,1.0,1
tearing pain in nape of neck,violent bruised pain in sacrum,1.0,1
tearing pain in nape of neck,sticking pain in elbow,1.0,1
tearing pain in nape of neck,pressing pain in nape of neck,1.0,1
tearing pain in nape of neck,violent bruised pain in arms,1.0,1
tearing pain in nape of neck,stiffness in wrist,1.0,1
tearing pain in nape of neck,psoric manifestations,1.0,1
tearing pain in nape of neck,violent bruised pain in elbow,1.0,1
tearing pain in nape of neck,swelling in ankles,1.0,1
tearing pain in nape of neck,sticking in wrist,1.0,1
tearing pain in nape of neck,tearing pain in joints,1.0,1
tearing pain in nape of neck,sticking pain in thighs,1.0,1
tearing pain in nape of neck,stiffness in hips,1.0,1
tearing pain in nape of neck,violent bruised pain in hips,1.0,1
tearing pain in nape of neck,pain as from overlifting in small of back,1.0,1
tearing pain in nape of neck,sticking in hands,1.0,1
tearing pain in nape of neck,stiffness of shoulder,1.0,1
tearing pain in nape of neck,violent bruised pain in ankles,1.0,1
tearing pain in nape of neck,sticking in sacrum,1.0,1
tearing pain in nape of neck,headache worse in open air,1.0,1
tearing pain in nape of neck,tearing pain in hips,1.0,1
tearing pain in nape of neck,swelling of fingers,1.0,1
tearing pain in nape of neck,drawing pain in wrist,1.0,1
tearing pain in nape of neck,stiffness in fingers,1.0,1
tearing pain in nape of neck,drawing pain in arms,1.0,1
tearing pain in nape of neck,drawing pain in hands,1.0,1
tearing pain in nape of neck,rheumatism of muscles of neck,1.0,1
tearing pain in nape of neck,sticking pain in joints,1.0,1
tearing pain in nape of neck,sticking between shoulder blades,1.0,1
tearing pain in nape of neck,sticking pain in nape of neck,1.0,1
tearing pain in nape of neck,tearing pain in shoulder,1.0,1
tearing pain in nape of neck,tearing pain in elbow,1.0,1
tearing pain in nape of neck,gouty pain in wrist,1.0,1
tearing pain in nape of neck,swelling in knees,1.0,1
tearing pain in nape of neck,violent bruised pain in legs,1.0,1
tearing pain in nape of neck,psoric origin,1.0,1
tearing pain in nape of neck,drawing pain in feet,1.0,1
tearing pain in nape of neck,violent bruised pain in joints,1.0,1
tearing pain in nape of neck,sticking in shoulders,1.0,1
tearing pain in nape of neck,pressure in sacrum,1.0,1
tearing pain in nape of neck,stiffness in legs,1.0,1
tearing pain in nape of neck,drawing pain in nape of neck,1.0,1
tearing pain in nape of neck,boring pain,1.0,1
tearing pain in nape of neck,can only turn head to one side,1.0,1
tearing pain in nape of neck,burning of skin,1.0,1
tearing pain in nape of neck,stiffness in elbow,1.0,1
tearing pain in nape of neck,pain as from a sprain in nape of neck,1.0,1
tearing pain in nape of neck,gouty pain in hands,1.0,1
tearing pain in nape of neck,gouty pain in fingers,1.0,1
tearing pain in nape of neck,pain as from a sprain in shoulder,1.0,1
tearing pain in nape of neck,violent bruised pain in knees,1.0,1
tearing pain in nape of neck,drawing pain in legs,1.0,1
tearing pain in nape of neck,violent bruised pain in thighs,1.0,1
tearing pain in nape of neck,worse in open air,1.0,1
gouty pain in fingers,sticking pain in small of back,0.5,1
gouty pain in fingers,rheumatism of joints,0.5,1
gouty pain in fingers,sticking pain in knees,0.5,1
gouty pain in fingers,stiffness in feet,0.5,1
gouty pain in fingers,drawing pain in fingers,0.5,1
gouty pain in fingers,violent bruised pain in feet,0.5,1
gouty pain in fingers,swelling of hands,0.5,1
gouty pain in fingers,drawing pain in ankles,0.5,1
gouty pain in fingers,sticking pain in ankles,0.5,1
gouty pain in fingers,itching of skin,0.5,1
gouty pain in fingers,tearing pain in ankles,0.5,1
gouty pain in fingers,sticking pain in legs,0.5,1
gouty pain in fingers,violent bruised pain in back,0.5,1
gouty pain in fingers,sticking pain in arms,0.5,1
gouty pain in fingers,tearing pain in thighs,0.5,1
gouty pain in fingers,rheumatism of shoulder,0.5,1
gouty pain in fingers,sticking pain in hips,0.5,1
gouty pain in fingers,headache worse lying on back,0.5,1
gouty pain in fingers,tearing pain in nape of neck,0.5,1
gouty pain in fingers,pressive pain in small of back,0.5,1
gouty pain in fingers,tearing in wrist,0.5,1
gouty pain in fingers,chronic cases,0.5,1
gouty pain in fingers,gouty pain in feet,0.5,1
gouty pain in fingers,pain as from a sprain in shoulders,0.5,1
gouty pain in fingers,gouty diathesis,0.5,1
gouty pain in fingers,chronic articular rheumatism,0.5,1
gouty pain in fingers,suppressed eruptions,0.5,1
gouty pain in fingers,sticking in fingers,0.5,1
gouty pain in fingers,sticking pain in feet,0.5,1
gouty pain in fingers,drawing pain in all joints,0.5,1
gouty pain in fingers,pressive pain,0.5,1
gouty pain in fingers,pressure between shoulder blades,0.5,1
gouty pain in fingers,can hardly rise from a seat,0.5,1
gouty pain in fingers,stiffness in hands,0.5,1
gouty pain in fingers,violent bruised pain in sacrum,0.5,1
gouty pain in fingers,sticking pain in elbow,0.5,1
gouty pain in fingers,pressing pain in nape of neck,0.5,1
gouty pain in fingers,violent bruised pain in arms,0.5,1
gouty pain in fingers,stiffness in wrist,0.5,1
gouty pain in fingers,psoric manifestations,0.5,1
gouty pain in fingers,violent bruised pain in elbow,0.5,1
gouty pain in fingers,swelling in ankles,0.5,1
gouty pain in fingers,sticking in wrist,0.5,1
gouty pain in fingers,tearing pain in joints,0.5,1
gouty pain in fingers,sticking pain in thighs,0.5,1
gouty pain in fingers,stiffness in hips,0.5,1
gouty pain in fingers,violent bruised pain in hips,0.5,1
gouty pain in fingers,pain as from overlifting in small of back,0.5,1
gouty pain in fingers,sticking in hands,0.5,1
gouty pain in fingers,stiffness of shoulder,0.5,1
gouty pain in fingers,violent bruised pain in ankles,0.5,1
gouty pain in fingers,sticking in sacrum,0.5,1
gouty pain in fingers,headache worse in open air,0.5,1
gouty pain in fingers,tearing pain in hips,0.5,1
gouty pain in fingers,swelling of fingers,0.5,1
gouty pain in fingers,drawing pain in wrist,0.5,1
gouty pain in fingers,stiffness in fingers,0.5,1
gouty pain in fingers,drawing pain in arms,0.5,1
gouty pain in fingers,drawing pain in hands,0.5,1
gouty pain in fingers,rheumatism of muscles of neck,0.5,1
gouty pain in fingers,sticking pain in joints,0.5,1
gouty pain in fingers,sticking between shoulder blades,0.5,1
gouty pain in fingers,sticking pain in nape of neck,0.5,1
gouty pain in fingers,tearing pain in shoulder,0.5,1
gouty pain in fingers,tearing pain in elbow,0.5,1
gouty pain in fingers,gouty pain in wrist,0.5,1
gouty pain in fingers,swelling in knees,0.5,1
gouty pain in fingers,violent bruised pain in legs,0.5,1
gouty pain in fingers,psoric origin,0.5,1
gouty pain in fingers,drawing pain in feet,0.5,1
gouty pain in fingers,violent bruised pain in joints,0.5,1
gouty pain in fingers,sticking in shoulders,0.5,1
gouty pain in fingers,pressure in sacrum,0.5,1
gouty pain in fingers,stiffness in legs,0.5,1
gouty pain in fingers,drawing pain in nape of neck,0.5,1
gouty pain in fingers,boring pain,0.5,1
gouty pain in fingers,can only turn head to one side,0.5,1
gouty pain in fingers,burning of skin,0.5,1
gouty pain in fingers,stiffness in elbow,0.5,1
gouty pain in fingers,pain as from a sprain in nape of neck,0.5,1
gouty pain in fingers,gouty pain in hands,0.5,1
gouty pain in fingers,pain as from a sprain in shoulder,0.5,1
gouty pain in fingers,violent bruised pain in knees,0.5,1
gouty pain in fingers,drawing pain in legs,0.5,1
gouty pain in fingers,violent bruised pain in thighs,0.5,1
gouty pain in fingers,worse in open air,0.5,1
stiffness in fingers,sticking pain in small of back,1.0,1
stiffness in fingers,rheumatism of joints,1.0,1
stiffness in fingers,sticking pain in knees,1.0,1
stiffness in fingers,stiffness in feet,1.0,1
stiffness in fingers,drawing pain in fingers,1.0,1
stiffness in fingers,violent bruised pain in feet,1.0,1
stiffness in fingers,swelling of hands,1.0,1
stiffness in fingers,drawing pain in ankles,1.0,1
