### Cluster 17 — Symptoms (127)
Symptom,Frequency 
rheumatic toothache,crawling tearing in bones of arm to fingers,1.0,1
rheumatic toothache,paralytic weakness of thighs,1.0,1
rheumatic toothache,tearing pains in clavicle region,1.0,1
rheumatic toothache,violent drawing tearing from left ischium to os calcis,1.0,1
rheumatic toothache,feet pain worse from motion,1.0,1
rheumatic toothache,suits nervous excitable women and children,1.0,1
rheumatic toothache,indescribable pain in thighs on stretching leg,1.0,1
rheumatic toothache,pains compel walking,1.0,1
arm stiffness on grasping anything,fine sensitive pressure to fingers,1.0,1
arm stiffness on grasping anything,heat and chilliness mingled,1.0,1
arm stiffness on grasping anything,tensive stiffness of cervical muscles,1.0,1
arm stiffness on grasping anything,contractive sensation in spine,1.0,1
arm stiffness on grasping anything,unendurable toothache,1.0,1
arm stiffness on grasping anything,cannot bear slightest motion,1.0,1
arm stiffness on grasping anything,leg stitches better from motion,1.0,1
arm stiffness on grasping anything,toothache worse at night,1.0,1
arm stiffness on grasping anything,pains worse when lying on opposite side,1.0,1
arm stiffness on grasping anything,cannot hold anything firmly,1.0,1
arm stiffness on grasping anything,other cheek pale,1.0,1
arm stiffness on grasping anything,tearing pains in back,1.0,1
arm stiffness on grasping anything,cracking of lower limb joints,1.0,1
arm stiffness on grasping anything,heat,1.0,1
arm stiffness on grasping anything,backache worse when walking,1.0,1
arm stiffness on grasping anything,patient is irritable,1.0,1
arm stiffness on grasping anything,pain in heart as if weighed down,1.0,1
arm stiffness on grasping anything,swelling around malleoli,1.0,1
arm stiffness on grasping anything,pain in knees better by drawing feet up,1.0,1
arm stiffness on grasping anything,one cheek red,1.0,1
arm stiffness on grasping anything,finger joints swollen,1.0,1
arm stiffness on grasping anything,faintness about heart,1.0,1
arm stiffness on grasping anything,cold perspiration in palms,1.0,1
arm stiffness on grasping anything,bruised sensation in loins,1.0,1
arm stiffness on grasping anything,patient is peevish,1.0,1
arm stiffness on grasping anything,restlessness of legs at night,1.0,1
arm stiffness on grasping anything,fretful,1.0,1
arm stiffness on grasping anything,toothache worse from cold water,1.0,1
arm stiffness on grasping anything,feet paralysis worse at night,1.0,1
arm stiffness on grasping anything,right arm asleep on waking,1.0,1
arm stiffness on grasping anything,arthritic ophthalmia early in attack,1.0,1
arm stiffness on grasping anything,adults sensitive to pain,1.0,1
arm stiffness on grasping anything,lameness at night,1.0,1
arm stiffness on grasping anything,backache worse when stooping,1.0,1
arm stiffness on grasping anything,stitches from knees to ankles,1.0,1
arm stiffness on grasping anything,arms go to sleep,1.0,1
arm stiffness on grasping anything,patient whines continually,1.0,1
arm stiffness on grasping anything,bruised pain in joints,1.0,1
arm stiffness on grasping anything,indescribable pain in thighs on rising,1.0,1
arm stiffness on grasping anything,thorax feels beaten,1.0,1
arm stiffness on grasping anything,one cheek bright red,1.0,1
arm stiffness on grasping anything,drawing stinging in back,1.0,1
arm stiffness on grasping anything,numbness in arm,1.0,1
arm stiffness on grasping anything,tearing pain in whole leg,1.0,1
arm stiffness on grasping anything,feet pain requires lying down,1.0,1
arm stiffness on grasping anything,arms are numb,1.0,1
arm stiffness on grasping anything,redness around malleoli,1.0,1
arm stiffness on grasping anything,prostration while pain lasts,1.0,1
arm stiffness on grasping anything,bruised pain in thighs,1.0,1
arm stiffness on grasping anything,great weakness while pain lasts,1.0,1
arm stiffness on grasping anything,patient unruly,1.0,1
arm stiffness on grasping anything,stitches in right arm to shoulder,1.0,1
arm stiffness on grasping anything,tearing pain in flexors of forearm after waking,1.0,1
arm stiffness on grasping anything,faintness,1.0,1
arm stiffness on grasping anything,finger joints red,1.0,1
arm stiffness on grasping anything,adults whine and complain,1.0,1
arm stiffness on grasping anything,stiffness of arm as if going to sleep,1.0,1
arm stiffness on grasping anything,violent rheumatic pains at night,1.0,1
arm stiffness on grasping anything,excessive impressionability,1.0,1
arm stiffness on grasping anything,hot sweat especially while sleeping,1.0,1
arm stiffness on grasping anything,rheumatic toothache,1.0,1
arm stiffness on grasping anything,unendurable pains in loins at night,1.0,1
arm stiffness on grasping anything,sprained pain in index finger,1.0,1
arm stiffness on grasping anything,limb pains worse at night,1.0,1
arm stiffness on grasping anything,drawing tearing pains in limbs,1.0,1
arm stiffness on grasping anything,stitches to finger tips,1.0,1
arm stiffness on grasping anything,drawing in scapulae,1.0,1
arm stiffness on grasping anything,paralytic weakness,1.0,1
arm stiffness on grasping anything,sprained pain in hip joint on walking,1.0,1
arm stiffness on grasping anything,feet go to sleep when stretched out,1.0,1
arm stiffness on grasping anything,children soothed by petting,1.0,1
arm stiffness on grasping anything,very restless sleep,1.0,1
arm stiffness on grasping anything,tearing pain down the leg,1.0,1
arm stiffness on grasping anything,pains become intolerable,1.0,1
arm stiffness on grasping anything,trembling of legs when going to sleep,1.0,1
arm stiffness on grasping anything,fine sensitive pressure in periosteum of arm,1.0,1
arm stiffness on grasping anything,electric-like jerking stitches in cervical region,1.0,1
arm stiffness on grasping anything,easily excited,1.0,1
arm stiffness on grasping anything,tearing pains in throat,1.0,1
arm stiffness on grasping anything,joints bruised,1.0,1
arm stiffness on grasping anything,pain in calves better by drawing feet up,1.0,1
arm stiffness on grasping anything,cramp-like tension of muscles,1.0,1
arm stiffness on grasping anything,tearing pain at night,1.0,1
arm stiffness on grasping anything,irritability of nervous system,1.0,1
arm stiffness on grasping anything,pain seems unendurable,1.0,1
arm stiffness on grasping anything,electric-like jerking stitches in left shoulder,1.0,1
arm stiffness on grasping anything,feet seem paralyzed,1.0,1
arm stiffness on grasping anything,violent drawing tearing to sole of foot,1.0,1
arm stiffness on grasping anything,stitches in nates,1.0,1
arm stiffness on grasping anything,stiffness in loins when sitting,1.0,1
arm stiffness on grasping anything,patient wild,1.0,1
arm stiffness on grasping anything,cannot find easy position,1.0,1
arm stiffness on grasping anything,paralytic-like pain in arms,1.0,1
arm stiffness on grasping anything,cracking in knees,1.0,1
arm stiffness on grasping anything,profuse hot sweat,1.0,1
arm stiffness on grasping anything,toothache one-sided,1.0,1
arm stiffness on grasping anything,restlessness of feet at night,1.0,1
arm stiffness on grasping anything,paralytic pain from elbows to fingers,1.0,1
arm stiffness on grasping anything,fine sensitive pressure in articular ligaments,1.0,1
arm stiffness on grasping anything,drawing tearing from knee to ankle,1.0,1
arm stiffness on grasping anything,crawling in calves,1.0,1
arm stiffness on grasping anything,lassitude in limbs,1.0,1
arm stiffness on grasping anything,hip pain after sitting in evening,1.0,1
arm stiffness on grasping anything,numbness at night,1.0,1
arm stiffness on grasping anything,back pains worse at night,1.0,1
arm stiffness on grasping anything,fine sensitive pressure in periosteum of shoulder,1.0,1
arm stiffness on grasping anything,joints sore,1.0,1
arm stiffness on grasping anything,pains drive out of bed,1.0,1
arm stiffness on grasping anything,stitches in thighs,1.0,1
arm stiffness on grasping anything,unendurable pains in hip joint at night,1.0,1
arm stiffness on grasping anything,tension in knees,1.0,1
arm stiffness on grasping anything,pain in periosteum,1.0,1
arm stiffness on grasping anything,toothache worse from warmth of bed,1.0,1
arm stiffness on grasping anything,numbness of toes,1.0,1
arm stiffness on grasping anything,heaviness of calves,1.0,1
arm stiffness on grasping anything,bruised sensation in back muscles,1.0,1
arm stiffness on grasping anything,sprained pain in thumb,1.0,1
arm stiffness on grasping anything,severe stitches in forearm along bones,1.0,1
arm stiffness on grasping anything,crawling tearing in bones of arm to fingers,1.0,1
arm stiffness on grasping anything,paralytic weakness of thighs,1.0,1
arm stiffness on grasping anything,tearing pains in clavicle region,1.0,1
arm stiffness on grasping anything,violent drawing tearing from left ischium to os calcis,1.0,1
arm stiffness on grasping anything,feet pain worse from motion,1.0,1
arm stiffness on grasping anything,suits nervous excitable women and children,1.0,1
arm stiffness on grasping anything,indescribable pain in thighs on stretching leg,1.0,1
arm stiffness on grasping anything,pains compel walking,1.0,1
pains drive out of bed,fine sensitive pressure to fingers,1.0,1
pains drive out of bed,heat and chilliness mingled,1.0,1
pains drive out of bed,tensive stiffness of cervical muscles,1.0,1
pains drive out of bed,contractive sensation in spine,1.0,1
pains drive out of bed,unendurable toothache,1.0,1
pains drive out of bed,cannot bear slightest motion,1.0,1
pains drive out of bed,leg stitches better from motion,1.0,1
pains drive out of bed,toothache worse at night,1.0,1
pains drive out of bed,pains worse when lying on opposite side,1.0,1
pains drive out of bed,cannot hold anything firmly,1.0,1
pains drive out of bed,other cheek pale,1.0,1
pains drive out of bed,tearing pains in back,1.0,1
pains drive out of bed,cracking of lower limb joints,1.0,1
pains drive out of bed,heat,1.0,1
pains drive out of bed,backache worse when walking,1.0,1
pains drive out of bed,patient is irritable,1.0,1
pains drive out of bed,pain in heart as if weighed down,1.0,1
pains drive out of bed,swelling around malleoli,1.0,1
pains drive out of bed,pain in knees better by drawing feet up,1.0,1
pains drive out of bed,one cheek red,1.0,1
pains drive out of bed,finger joints swollen,1.0,1
pains drive out of bed,faintness about heart,1.0,1
pains drive out of bed,cold perspiration in palms,1.0,1
pains drive out of bed,bruised sensation in loins,1.0,1
pains drive out of bed,patient is peevish,1.0,1
pains drive out of bed,restlessness of legs at night,1.0,1
pains drive out of bed,fretful,1.0,1
pains drive out of bed,toothache worse from cold water,1.0,1
pains drive out of bed,feet paralysis worse at night,1.0,1
pains drive out of bed,right arm asleep on waking,1.0,1
pains drive out of bed,arthritic ophthalmia early in attack,1.0,1
pains drive out of bed,adults sensitive to pain,1.0,1
pains drive out of bed,lameness at night,1.0,1
pains drive out of bed,backache worse when stooping,1.0,1
pains drive out of bed,stitches from knees to ankles,1.0,1
pains drive out of bed,arms go to sleep,1.0,1
pains drive out of bed,patient whines continually,1.0,1
pains drive out of bed,bruised pain in joints,1.0,1
pains drive out of bed,indescribable pain in thighs on rising,1.0,1
pains drive out of bed,thorax feels beaten,1.0,1
pains drive out of bed,one cheek bright red,1.0,1
pains drive out of bed,drawing stinging in back,1.0,1
pains drive out of bed,numbness in arm,1.0,1
pains drive out of bed,tearing pain in whole leg,1.0,1
pains drive out of bed,feet pain requires lying down,1.0,1
pains drive out of bed,arms are numb,1.0,1
pains drive out of bed,redness around malleoli,1.0,1
pains drive out of bed,prostration while pain lasts,1.0,1
pains drive out of bed,bruised pain in thighs,1.0,1
pains drive out of bed,great weakness while pain lasts,1.0,1
pains drive out of bed,patient unruly,1.0,1
pains drive out of bed,stitches in right arm to shoulder,1.0,1
pains drive out of bed,tearing pain in flexors of forearm after waking,1.0,1
pains drive out of bed,faintness,1.0,1
pains drive out of bed,finger joints red,1.0,1
pains drive out of bed,adults whine and complain,1.0,1
pains drive out of bed,stiffness of arm as if going to sleep,1.0,1
pains drive out of bed,violent rheumatic pains at night,1.0,1
pains drive out of bed,excessive impressionability,1.0,1
pains drive out of bed,hot sweat especially while sleeping,1.0,1
pains drive out of bed,rheumatic toothache,1.0,1
pains drive out of bed,unendurable pains in loins at night,1.0,1
pains drive out of bed,sprained pain in index finger,1.0,1
pains drive out of bed,limb pains worse at night,1.0,1
pains drive out of bed,drawing tearing pains in limbs,1.0,1
pains drive out of bed,stitches to finger tips,1.0,1
pains drive out of bed,drawing in scapulae,1.0,1
pains drive out of bed,paralytic weakness,1.0,1
pains drive out of bed,arm stiffness on grasping anything,1.0,1
pains drive out of bed,sprained pain in hip joint on walking,1.0,1
pains drive out of bed,feet go to sleep when stretched out,1.0,1
pains drive out of bed,children soothed by petting,1.0,1
pains drive out of bed,very restless sleep,1.0,1
pains drive out of bed,tearing pain down the leg,1.0,1
pains drive out of bed,pains become intolerable,1.0,1
pains drive out of bed,trembling of legs when going to sleep,1.0,1
pains drive out of bed,fine sensitive pressure in periosteum of arm,1.0,1
pains drive out of bed,electric-like jerking stitches in cervical region,1.0,1
pains drive out of bed,easily excited,1.0,1
pains drive out of bed,tearing pains in throat,1.0,1
pains drive out of bed,joints bruised,1.0,1
pains drive out of bed,pain in calves better by drawing feet up,1.0,1
pains drive out of bed,cramp-like tension of muscles,1.0,1
pains drive out of bed,tearing pain at night,1.0,1
pains drive out of bed,irritability of nervous system,1.0,1
pains drive out of bed,pain seems unendurable,1.0,1
pains drive out of bed,electric-like jerking stitches in left shoulder,1.0,1
pains drive out of bed,feet seem paralyzed,1.0,1
pains drive out of bed,violent drawing tearing to sole of foot,1.0,1
pains drive out of bed,stitches in nates,1.0,1
pains drive out of bed,stiffness in loins when sitting,1.0,1
pains drive out of bed,patient wild,1.0,1
pains drive out of bed,cannot find easy position,1.0,1
pains drive out of bed,paralytic-like pain in arms,1.0,1
pains drive out of bed,cracking in knees,1.0,1
pains drive out of bed,profuse hot sweat,1.0,1
pains drive out of bed,toothache one-sided,1.0,1
pains drive out of bed,restlessness of feet at night,1.0,1
pains drive out of bed,paralytic pain from elbows to fingers,1.0,1
pains drive out of bed,fine sensitive pressure in articular ligaments,1.0,1
pains drive out of bed,drawing tearing from knee to ankle,1.0,1
pains drive out of bed,crawling in calves,1.0,1
pains drive out of bed,lassitude in limbs,1.0,1
pains drive out of bed,hip pain after sitting in evening,1.0,1
pains drive out of bed,numbness at night,1.0,1
pains drive out of bed,back pains worse at night,1.0,1
pains drive out of bed,fine sensitive pressure in periosteum of shoulder,1.0,1
pains drive out of bed,joints sore,1.0,1
pains drive out of bed,stitches in thighs,1.0,1
pains drive out of bed,unendurable pains in hip joint at night,1.0,1
pains drive out of bed,tension in knees,1.0,1
pains drive out of bed,pain in periosteum,1.0,1
pains drive out of bed,toothache worse from warmth of bed,1.0,1
pains drive out of bed,numbness of toes,1.0,1
pains drive out of bed,heaviness of calves,1.0,1
pains drive out of bed,bruised sensation in back muscles,1.0,1
pains drive out of bed,sprained pain in thumb,1.0,1
pains drive out of bed,severe stitches in forearm along bones,1.0,1
pains drive out of bed,crawling tearing in bones of arm to fingers,1.0,1
pains drive out of bed,paralytic weakness of thighs,1.0,1
pains drive out of bed,tearing pains in clavicle region,1.0,1
pains drive out of bed,violent drawing tearing from left ischium to os calcis,1.0,1
pains drive out of bed,feet pain worse from motion,1.0,1
pains drive out of bed,suits nervous excitable women and children,1.0,1
pains drive out of bed,indescribable pain in thighs on stretching leg,1.0,1
pains drive out of bed,pains compel walking,1.0,1
one cheek red,fine sensitive pressure to fingers,1.0,1
one cheek red,heat and chilliness mingled,1.0,1
one cheek red,tensive stiffness of cervical muscles,1.0,1
one cheek red,contractive sensation in spine,1.0,1
one cheek red,unendurable toothache,1.0,1
one cheek red,cannot bear slightest motion,1.0,1
one cheek red,leg stitches better from motion,1.0,1
one cheek red,toothache worse at night,1.0,1
one cheek red,pains worse when lying on opposite side,1.0,1
one cheek red,cannot hold anything firmly,1.0,1
one cheek red,other cheek pale,1.0,1
one cheek red,tearing pains in back,1.0,1
one cheek red,cracking of lower limb joints,1.0,1
one cheek red,heat,1.0,1
one cheek red,backache worse when walking,1.0,1
one cheek red,patient is irritable,1.0,1
one cheek red,pain in heart as if weighed down,1.0,1
one cheek red,swelling around malleoli,1.0,1
one cheek red,pain in knees better by drawing feet up,1.0,1
one cheek red,finger joints swollen,1.0,1
one cheek red,faintness about heart,1.0,1
one cheek red,cold perspiration in palms,1.0,1
one cheek red,bruised sensation in loins,1.0,1
one cheek red,patient is peevish,1.0,1
one cheek red,restlessness of legs at night,1.0,1
one cheek red,fretful,1.0,1
one cheek red,toothache worse from cold water,1.0,1
one cheek red,feet paralysis worse at night,1.0,1
one cheek red,right arm asleep on waking,1.0,1
one cheek red,arthritic ophthalmia early in attack,1.0,1
one cheek red,adults sensitive to pain,1.0,1
one cheek red,lameness at night,1.0,1
one cheek red,backache worse when stooping,1.0,1
one cheek red,stitches from knees to ankles,1.0,1
one cheek red,arms go to sleep,1.0,1
one cheek red,patient whines continually,1.0,1
one cheek red,bruised pain in joints,1.0,1
one cheek red,indescribable pain in thighs on rising,1.0,1
one cheek red,thorax feels beaten,1.0,1
one cheek red,one cheek bright red,1.0,1
one cheek red,drawing stinging in back,1.0,1
one cheek red,numbness in arm,1.0,1
one cheek red,tearing pain in whole leg,1.0,1
one cheek red,feet pain requires lying down,1.0,1
one cheek red,arms are numb,1.0,1
one cheek red,redness around malleoli,1.0,1
one cheek red,prostration while pain lasts,1.0,1
one cheek red,bruised pain in thighs,1.0,1
one cheek red,great weakness while pain lasts,1.0,1
one cheek red,patient unruly,1.0,1
one cheek red,stitches in right arm to shoulder,1.0,1
one cheek red,tearing pain in flexors of forearm after waking,1.0,1
one cheek red,faintness,1.0,1
one cheek red,finger joints red,1.0,1
one cheek red,adults whine and complain,1.0,1
one cheek red,stiffness of arm as if going to sleep,1.0,1
one cheek red,violent rheumatic pains at night,1.0,1
one cheek red,excessive impressionability,1.0,1
one cheek red,hot sweat especially while sleeping,1.0,1
one cheek red,rheumatic toothache,1.0,1
one cheek red,unendurable pains in loins at night,1.0,1
one cheek red,sprained pain in index finger,1.0,1
one cheek red,limb pains worse at night,1.0,1
one cheek red,drawing tearing pains in limbs,1.0,1
one cheek red,stitches to finger tips,1.0,1
one cheek red,drawing in scapulae,1.0,1
one cheek red,paralytic weakness,1.0,1
one cheek red,arm stiffness on grasping anything,1.0,1
one cheek red,sprained pain in hip joint on walking,1.0,1
one cheek red,feet go to sleep when stretched out,1.0,1
one cheek red,children soothed by petting,1.0,1
one cheek red,very restless sleep,1.0,1
one cheek red,tearing pain down the leg,1.0,1
one cheek red,pains become intolerable,1.0,1
one cheek red,trembling of legs when going to sleep,1.0,1
one cheek red,fine sensitive pressure in periosteum of arm,1.0,1
one cheek red,electric-like jerking stitches in cervical region,1.0,1
one cheek red,easily excited,1.0,1
one cheek red,tearing pains in throat,1.0,1
one cheek red,joints bruised,1.0,1
one cheek red,pain in calves better by drawing feet up,1.0,1
one cheek red,cramp-like tension of muscles,1.0,1
one cheek red,tearing pain at night,1.0,1
one cheek red,irritability of nervous system,1.0,1
one cheek red,pain seems unendurable,1.0,1
one cheek red,electric-like jerking stitches in left shoulder,1.0,1
one cheek red,feet seem paralyzed,1.0,1
one cheek red,violent drawing tearing to sole of foot,1.0,1
one cheek red,stitches in nates,1.0,1
one cheek red,stiffness in loins when sitting,1.0,1
one cheek red,patient wild,1.0,1
one cheek red,cannot find easy position,1.0,1
one cheek red,paralytic-like pain in arms,1.0,1
one cheek red,cracking in knees,1.0,1
one cheek red,profuse hot sweat,1.0,1
one cheek red,toothache one-sided,1.0,1
one cheek red,restlessness of feet at night,1.0,1
one cheek red,paralytic pain from elbows to fingers,1.0,1
one cheek red,fine sensitive pressure in articular ligaments,1.0,1
one cheek red,drawing tearing from knee to ankle,1.0,1
one cheek red,crawling in calves,1.0,1
one cheek red,lassitude in limbs,1.0,1
one cheek red,hip pain after sitting in evening,1.0,1
one cheek red,numbness at night,1.0,1
one cheek red,back pains worse at night,1.0,1
one cheek red,fine sensitive pressure in periosteum of shoulder,1.0,1
one cheek red,joints sore,1.0,1
one cheek red,pains drive out of bed,1.0,1
one cheek red,stitches in thighs,1.0,1
one cheek red,unendurable pains in hip joint at night,1.0,1
one cheek red,tension in knees,1.0,1
one cheek red,pain in periosteum,1.0,1
one cheek red,toothache worse from warmth of bed,1.0,1
one cheek red,numbness of toes,1.0,1
one cheek red,heaviness of calves,1.0,1
one cheek red,bruised sensation in back muscles,1.0,1
one cheek red,sprained pain in thumb,1.0,1
one cheek red,severe stitches in forearm along bones,1.0,1
one cheek red,crawling tearing in bones of arm to fingers,1.0,1
one cheek red,paralytic weakness of thighs,1.0,1
one cheek red,tearing pains in clavicle region,1.0,1
one cheek red,violent drawing tearing from left ischium to os calcis,1.0,1
one cheek red,feet pain worse from motion,1.0,1
one cheek red,suits nervous excitable women and children,1.0,1
one cheek red,indescribable pain in thighs on stretching leg,1.0,1
one cheek red,pains compel walking,1.0,1
tearing pains in clavicle region,fine sensitive pressure to fingers,1.0,1
tearing pains in clavicle region,heat and chilliness mingled,1.0,1
tearing pains in clavicle region,tensive stiffness of cervical muscles,1.0,1
tearing pains in clavicle region,contractive sensation in spine,1.0,1
tearing pains in clavicle region,unendurable toothache,1.0,1
tearing pains in clavicle region,cannot bear slightest motion,1.0,1
tearing pains in clavicle region,leg stitches better from motion,1.0,1
tearing pains in clavicle region,toothache worse at night,1.0,1
tearing pains in clavicle region,pains worse when lying on opposite side,1.0,1
tearing pains in clavicle region,cannot hold anything firmly,1.0,1
tearing pains in clavicle region,other cheek pale,1.0,1
tearing pains in clavicle region,tearing pains in back,1.0,1
tearing pains in clavicle region,cracking of lower limb joints,1.0,1
tearing pains in clavicle region,heat,1.0,1
tearing pains in clavicle region,backache worse when walking,1.0,1
tearing pains in clavicle region,patient is irritable,1.0,1
tearing pains in clavicle region,pain in heart as if weighed down,1.0,1
tearing pains in clavicle region,swelling around malleoli,1.0,1
tearing pains in clavicle region,pain in knees better by drawing feet up,1.0,1
tearing pains in clavicle region,one cheek red,1.0,1
tearing pains in clavicle region,finger joints swollen,1.0,1
tearing pains in clavicle region,faintness about heart,1.0,1
tearing pains in clavicle region,cold perspiration in palms,1.0,1
tearing pains in clavicle region,bruised sensation in loins,1.0,1
tearing pains in clavicle region,patient is peevish,1.0,1
tearing pains in clavicle region,restlessness of legs at night,1.0,1
tearing pains in clavicle region,fretful,1.0,1
tearing pains in clavicle region,toothache worse from cold water,1.0,1
tearing pains in clavicle region,feet paralysis worse at night,1.0,1
tearing pains in clavicle region,right arm asleep on waking,1.0,1
tearing pains in clavicle region,arthritic ophthalmia early in attack,1.0,1
tearing pains in clavicle region,adults sensitive to pain,1.0,1
tearing pains in clavicle region,lameness at night,1.0,1
tearing pains in clavicle region,backache worse when stooping,1.0,1
tearing pains in clavicle region,stitches from knees to ankles,1.0,1
tearing pains in clavicle region,arms go to sleep,1.0,1
tearing pains in clavicle region,patient whines continually,1.0,1
tearing pains in clavicle region,bruised pain in joints,1.0,1
tearing pains in clavicle region,indescribable pain in thighs on rising,1.0,1
tearing pains in clavicle region,thorax feels beaten,1.0,1
tearing pains in clavicle region,one cheek bright red,1.0,1
tearing pains in clavicle region,drawing stinging in back,1.0,1
tearing pains in clavicle region,numbness in arm,1.0,1
tearing pains in clavicle region,tearing pain in whole leg,1.0,1
tearing pains in clavicle region,feet pain requires lying down,1.0,1
tearing pains in clavicle region,arms are numb,1.0,1
tearing pains in clavicle region,redness around malleoli,1.0,1
tearing pains in clavicle region,prostration while pain lasts,1.0,1
tearing pains in clavicle region,bruised pain in thighs,1.0,1
tearing pains in clavicle region,great weakness while pain lasts,1.0,1
tearing pains in clavicle region,patient unruly,1.0,1
tearing pains in clavicle region,stitches in right arm to shoulder,1.0,1
tearing pains in clavicle region,tearing pain in flexors of forearm after waking,1.0,1
tearing pains in clavicle region,faintness,1.0,1
tearing pains in clavicle region,finger joints red,1.0,1
tearing pains in clavicle region,adults whine and complain,1.0,1
tearing pains in clavicle region,stiffness of arm as if going to sleep,1.0,1
tearing pains in clavicle region,violent rheumatic pains at night,1.0,1
tearing pains in clavicle region,excessive impressionability,1.0,1
tearing pains in clavicle region,hot sweat especially while sleeping,1.0,1
tearing pains in clavicle region,rheumatic toothache,1.0,1
tearing pains in clavicle region,unendurable pains in loins at night,1.0,1
tearing pains in clavicle region,sprained pain in index finger,1.0,1
tearing pains in clavicle region,limb pains worse at night,1.0,1
tearing pains in clavicle region,drawing tearing pains in limbs,1.0,1
tearing pains in clavicle region,stitches to finger tips,1.0,1
tearing pains in clavicle region,drawing in scapulae,1.0,1
tearing pains in clavicle region,paralytic weakness,1.0,1
tearing pains in clavicle region,arm stiffness on grasping anything,1.0,1
tearing pains in clavicle region,sprained pain in hip joint on walking,1.0,1
tearing pains in clavicle region,feet go to sleep when stretched out,1.0,1
tearing pains in clavicle region,children soothed by petting,1.0,1
tearing pains in clavicle region,very restless sleep,1.0,1
tearing pains in clavicle region,tearing pain down the leg,1.0,1
tearing pains in clavicle region,pains become intolerable,1.0,1
tearing pains in clavicle region,trembling of legs when going to sleep,1.0,1
tearing pains in clavicle region,fine sensitive pressure in periosteum of arm,1.0,1
tearing pains in clavicle region,electric-like jerking stitches in cervical region,1.0,1
tearing pains in clavicle region,easily excited,1.0,1
tearing pains in clavicle region,tearing pains in throat,1.0,1
tearing pains in clavicle region,joints bruised,1.0,1
tearing pains in clavicle region,pain in calves better by drawing feet up,1.0,1
tearing pains in clavicle region,cramp-like tension of muscles,1.0,1
tearing pains in clavicle region,tearing pain at night,1.0,1
tearing pains in clavicle region,irritability of nervous system,1.0,1
tearing pains in clavicle region,pain seems unendurable,1.0,1
tearing pains in clavicle region,electric-like jerking stitches in left shoulder,1.0,1
tearing pains in clavicle region,feet seem paralyzed,1.0,1
tearing pains in clavicle region,violent drawing tearing to sole of foot,1.0,1
tearing pains in clavicle region,stitches in nates,1.0,1
tearing pains in clavicle region,stiffness in loins when sitting,1.0,1
tearing pains in clavicle region,patient wild,1.0,1
tearing pains in clavicle region,cannot find easy position,1.0,1
tearing pains in clavicle region,paralytic-like pain in arms,1.0,1
tearing pains in clavicle region,cracking in knees,1.0,1
tearing pains in clavicle region,profuse hot sweat,1.0,1
tearing pains in clavicle region,toothache one-sided,1.0,1
tearing pains in clavicle region,restlessness of feet at night,1.0,1
tearing pains in clavicle region,paralytic pain from elbows to fingers,1.0,1
tearing pains in clavicle region,fine sensitive pressure in articular ligaments,1.0,1
tearing pains in clavicle region,drawing tearing from knee to ankle,1.0,1
tearing pains in clavicle region,crawling in calves,1.0,1
tearing pains in clavicle region,lassitude in limbs,1.0,1
tearing pains in clavicle region,hip pain after sitting in evening,1.0,1
tearing pains in clavicle region,numbness at night,1.0,1
tearing pains in clavicle region,back pains worse at night,1.0,1
tearing pains in clavicle region,fine sensitive pressure in periosteum of shoulder,1.0,1
tearing pains in clavicle region,joints sore,1.0,1
tearing pains in clavicle region,pains drive out of bed,1.0,1
tearing pains in clavicle region,stitches in thighs,1.0,1
tearing pains in clavicle region,unendurable pains in hip joint at night,1.0,1
tearing pains in clavicle region,tension in knees,1.0,1
tearing pains in clavicle region,pain in periosteum,1.0,1
tearing pains in clavicle region,toothache worse from warmth of bed,1.0,1
tearing pains in clavicle region,numbness of toes,1.0,1
tearing pains in clavicle region,heaviness of calves,1.0,1
tearing pains in clavicle region,bruised sensation in back muscles,1.0,1
tearing pains in clavicle region,sprained pain in thumb,1.0,1
tearing pains in clavicle region,severe stitches in forearm along bones,1.0,1
tearing pains in clavicle region,crawling tearing in bones of arm to fingers,1.0,1
tearing pains in clavicle region,paralytic weakness of thighs,1.0,1
tearing pains in clavicle region,violent drawing tearing from left ischium to os calcis,1.0,1
tearing pains in clavicle region,feet pain worse from motion,1.0,1
tearing pains in clavicle region,suits nervous excitable women and children,1.0,1
tearing pains in clavicle region,indescribable pain in thighs on stretching leg,1.0,1
tearing pains in clavicle region,pains compel walking,1.0,1
easily excited,fine sensitive pressure to fingers,1.0,1
easily excited,heat and chilliness mingled,1.0,1
easily excited,tensive stiffness of cervical muscles,1.0,1
easily excited,contractive sensation in spine,1.0,1
easily excited,unendurable toothache,1.0,1
easily excited,cannot bear slightest motion,1.0,1
easily excited,leg stitches better from motion,1.0,1
easily excited,toothache worse at night,1.0,1
easily excited,pains worse when lying on opposite side,1.0,1
easily excited,cannot hold anything firmly,1.0,1
easily excited,other cheek pale,1.0,1
easily excited,tearing pains in back,1.0,1
easily excited,cracking of lower limb joints,1.0,1
easily excited,heat,1.0,1
easily excited,backache worse when walking,1.0,1
easily excited,patient is irritable,1.0,1
easily excited,pain in heart as if weighed down,1.0,1
easily excited,swelling around malleoli,1.0,1
easily excited,pain in knees better by drawing feet up,1.0,1
easily excited,one cheek red,1.0,1
easily excited,finger joints swollen,1.0,1
easily excited,faintness about heart,1.0,1
easily excited,cold perspiration in palms,1.0,1
easily excited,bruised sensation in loins,1.0,1
easily excited,patient is peevish,1.0,1
easily excited,restlessness of legs at night,1.0,1
easily excited,fretful,1.0,1
