Cluster_ID,Remedy,Chapter,Symptom,Area,Modalities
28,gelsemium,head and face,rheumatic headache,head and face,"aggravates with morning, aggravates with motion, aggravates with damp weather, ameliorates with urination for headache"
28,gelsemium,head and face,occipital headache,head and face,"aggravates with morning, aggravates with motion, aggravates with damp weather, ameliorates with urination for headache"
28,gelsemium,head and face,headache better by urination,head and face,"better by urination, aggravates with morning, aggravates with motion, aggravates with damp weather, ameliorates with urination for headache"
28,gelsemium,inferior extremities,aching in lower limbs,,"aggravates with morning, aggravates with motion, aggravates with damp weather, ameliorates with urination for headache"
28,gelsemium,inferior extremities,aching worse in morning,,"worse in morning, aggravates with morning, aggravates with motion, aggravates with damp weather, ameliorates with urination for headache"
28,gelsemium,neck and back,severe pain in neck muscles,neck muscles,"aggravates with morning, aggravates with motion, aggravates with damp weather, ameliorates with urination for headache"
28,gelsemium,neck and back,severe pain in neck worse on motion,neck,"worse on motion, aggravates with morning, aggravates with motion, aggravates with damp weather, ameliorates with urination for headache"
28,gelsemium,neck and back,stiffness in neck,neck,"aggravates with morning, aggravates with motion, aggravates with damp weather, ameliorates with urination for headache"
28,gelsemium,neck and back,stiffness in back,back,"aggravates with morning, aggravates with motion, aggravates with damp weather, ameliorates with urination for headache"
28,gelsemium,neck and back,aching in back,back,"aggravates with morning, aggravates with motion, aggravates with damp weather, ameliorates with urination for headache"
28,gelsemium,neck and back,aching in back worse in morning,back,"worse in morning, aggravates with morning, aggravates with motion, aggravates with damp weather, ameliorates with urination for headache"
28,gelsemium,superior extremities,aching in shoulder muscles,,"aggravates with morning, aggravates with motion, aggravates with damp weather, ameliorates with urination for headache"
28,gelsemium,superior extremities,aching in arm muscles,,"aggravates with morning, aggravates with motion, aggravates with damp weather, ameliorates with urination for headache"
28,gelsemium,superior extremities,aching worse in morning,,"worse in morning, aggravates with morning, aggravates with motion, aggravates with damp weather, ameliorates with urination for headache"
29,ammonium carbonicum,concomitants,great weakness,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,concomitants,lassitude,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,concomitants,aversion to walking in open air,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,concomitants,headache with nausea,,"with nausea, aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,concomitants,headache worse in winter,,"worse in winter, aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,concomitants,headache worse in wet weather,,"worse in wet weather, aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,concomitants,epistaxis,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,concomitants,obstinate coryza,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,concomitants,tearing in zygomas,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,concomitants,gums bleed easily,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,concomitants,tearing tooth pain,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,concomitants,pressing in stomach,stomach,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,concomitants,colic with urging to stool,,"with urging to stool, aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,concomitants,violent palpitation,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,concomitants,dyspnea,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,concomitants,chest oppression,chest,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,extremities in general,tearing in limbs,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,extremities in general,gouty pains in joints,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,extremities in general,rheumatic pains in joints,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,general characteristics,useful in scrofulous children,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,general characteristics,useful in sedentary elderly women,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,general characteristics,gouty rheumatic affections,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,general characteristics,worse in winter,,"worse in winter, aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,general characteristics,worse in wet weather,,"worse in wet weather, aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,general characteristics,worse with wet applications,,"worse with wet applications, aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,general characteristics,inimical to lachesis,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,inferior extremities,restless legs,legs,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,inferior extremities,great weakness of lower limbs,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,inferior extremities,languor of lower limbs,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,inferior extremities,violent hip joint pain,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,inferior extremities,boring in knees,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,inferior extremities,drawing in knees,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,inferior extremities,legs go to sleep when standing,legs,"when standing, aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,inferior extremities,legs go to sleep when lying,legs,"when lying, aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,inferior extremities,drawing leg pain,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,inferior extremities,cramps in legs,legs,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,inferior extremities,cramps in soles,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,inferior extremities,stitches in soles,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,inferior extremities,restless feet,feet,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,inferior extremities,swollen feet,feet,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,inferior extremities,swollen ankles,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,joints,swollen joints,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,neck and back,pain in nape worse right side,neck and back,"worse right side, aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,neck and back,pain between scapulae,neck and back,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,neck and back,violent pain in small of back,small of back,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,neck and back,intense coldness in small of back,small of back,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,neck and back,pressive drawing in small of back at rest,small of back,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,neck and back,pressive drawing in loins at rest,neck and back,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,neck and back,pressive drawing passes off walking,neck and back,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,neck and back,stitches in coccyx,neck and back,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,tearing shoulder pain,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,bruised shoulder pain,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,weight in right arm,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,lameness in right arm,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,right arm hangs down no use,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,swollen hand,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,cramps in right arm drawing backward,right arm drawing backward,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,rigid arms at night,arms at night,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,rigid fingers at night,fingers,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,rigid arms in mornings,arms,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,rigid fingers in mornings,fingers,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,rigid arms when grasping,arms,"when grasping, aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,rigid fingers when grasping,fingers,"when grasping, aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,boring in olecranon,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,sprained wrist joint pain,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,pain in wrists,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,pain in back of hand,back of hand,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,pain in fingers,fingers,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,pain in thumbs,,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,swollen hands when hanging,hands,"when hanging, aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
29,ammonium carbonicum,superior extremities,sleeping fingers,fingers,"aggravates with winter, aggravates with wet weather, aggravates with wet applications, aggravates with open air, ameliorates with walking"
30,naja,concomitants,sensation of choking,,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,concomitants,grasps the throat with hand,throat,"with hand, aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,concomitants,uneasy distress through mind and body,,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,concomitants,uneasy distress around heart,,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,concomitants,sensation of awful heat through body,,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,concomitants,sensation of great weight on chest,chest,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,concomitants,sensation of a hot iron in chest,chest,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,extremities in general,drawing lacerating in various parts of right arm,,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,extremities in general,aching in ankles lower part of thighs wrist and shoulder joints,,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,extremities in general,rheumatic drawing pains in all limbs,,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,heart,shooting about precordial region,heart,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,heart,pain near heart extending to left scapula,heart,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,heart,peculiar oppression,heart,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,heart,depressed feeling,heart,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,heart,uneasy aching about the heart,the heart,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,inferior extremities,pains especially anteriorly in thighs,,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,inferior extremities,shooting pains down the legs,legs,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,inferior extremities,drawing tearing in lower part of tendo achillis,,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,neck and back,cutting in nape,neck and back,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,neck and back,aching in nape,neck and back,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,neck and back,shooting pain from inner and upper angles of left scapula to front of chest,left scapula to front of chest,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,neck and back,pain between scapulae,neck and back,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,neck and back,rheumatic pains in muscles of scapula,neck and back,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,superior extremities,rheumatic pains in shoulders,shoulders,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,superior extremities,drawing shooting in left elbow,,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
30,naja,superior extremities,rheumatic pains in shoulder joints,,"aggravates with after riding, aggravates with moving arms, aggravates with on waking, aggravates with morning"
31,natrum carbonicum,concomitants,debility from any exertion,,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,concomitants,unsteady walk,,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,concomitants,exhaustion from mental exertion,,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,concomitants,pale face with blue rings about eyes,face,"with blue rings about eyes, aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,concomitants,headaches from slightest mental exertion,,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,concomitants,inability to think or to perform any mental labour,,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,concomitants,intolerable melancholy and apprehension,,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,extremities in general,great weakness of lower limbs,,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,extremities in general,heaviness of arms,arms,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,inferior extremities,jerking pains in lower limbs,,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,inferior extremities,legs and feet very heavy,legs,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,inferior extremities,sense of tension,,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,inferior extremities,hollow of knee painful on motion,,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,inferior extremities,muscles of cords of knee on tension,,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,inferior extremities,tendency to sprain the ankle,,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,neck and back,stiffness of neck,neck,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,neck and back,cracking of cervical vertebrae on moving head,moving head,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,neck and back,rigidity and drawing in back,back,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,neck and back,backache after violent walking,neck and back,"after violent walking, aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,superior extremities,rheumatic pain of shoulder arms and elbows,arms,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,superior extremities,marked weakness,,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,superior extremities,pressing pain on shoulders,shoulders,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,superior extremities,drawing pains in elbow,,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
31,natrum carbonicum,superior extremities,contraction of fingers,fingers,"aggravates with after milk, aggravates with beginning to walk, aggravates with lying on left side"
32,natrum sulphuricum,concomitants,dirty greenish-grey or greenish-brown coating on back of tongue,back of tongue,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,concomitants,gastric complaints with much acidity,,"with much acidity, aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,concomitants,irritable liver with stitches in liver,liver,"with stitches in liver, aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,concomitants,flatulency with much rolling,,"with much rolling, aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,concomitants,nephritis,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,concomitants,sycosis,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,concomitants,marked dyspnoea during damp cloudy weather,,"during damp cloudy weather, aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,concomitants,complaints from living in damp places,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,concomitants,complaints from eating food grown in damp places,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,concomitants,uric acid deposits in finger joints,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,extremities in general,pains in limbs compelling him to change position frequently,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,extremities in general,rheumatic pains in limbs associated with gastric symptoms,,"with gastric symptoms, aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,extremities in general,cracking of joints in arthritis,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,pain in right hip joint,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,sudden stitch in left hip,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,impossible to continue walking,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,pain in left hip as after lying in a bad position,,"after lying in a bad position, aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,making it very difficult to ascend or sit down or get up,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,awakens him at night,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,compelling him to move constantly,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,causing excruciating pain,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,piercing pain in left hip and small of back,small of back,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,piercing pain only during rest,,"during rest, aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,pain in hip extending to knee,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,sciatica when getting up or sitting down or turning in bed,,"when getting up or sitting down or turning in bed, aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,no relief in any position,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,pain in hip causing him to move frequently,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,stiffness of knee,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,cracking of joints,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,gout in feet in acute or chronic conditions,feet,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,inferior extremities,constant shifting of position,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,neck and back,stitches in nape of neck,nape of neck,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,neck and back,piercing as from knives between scapulae,neck and back,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,neck and back,soreness up and down spine and neck,neck,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,neck and back,bruised pain in small of back and sacrum,small of back,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,neck and back,pressure in left side of back near lumbar region,back,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,neck and back,pain in sacrum,neck and back,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,neck and back,cannot lie on either side,neck and back,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,superior extremities,piercing pains in left axilla,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,superior extremities,piercing pains on humerus,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,superior extremities,piercing pains back of hand,back of hand,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,superior extremities,piercing pains palm of right hand,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,superior extremities,piercing pains fingers and under nails,fingers,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,superior extremities,flexors of hands painful when grasping anything,hands,"when grasping anything, aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,superior extremities,fingers swollen and stiff,fingers,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,superior extremities,rheumatic arthritis of joints of fingers,fingers,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
32,natrum sulphuricum,superior extremities,pains suddenly go to heart,,"aggravates with stooping, aggravates with motion, aggravates with rising from a seat, aggravates with moving in bed, aggravates with walking"
33,tellurium,concomitants,offensive sweat,,"aggravates with night, aggravates with lying, aggravates with touch, aggravates with cold"
33,tellurium,concomitants,garlic-like odor of secretions,,"aggravates with night, aggravates with lying, aggravates with touch, aggravates with cold"
33,tellurium,general characteristics,sciatica,,"aggravates with night, aggravates with lying, aggravates with touch, aggravates with cold"
33,tellurium,general characteristics,worse at night,,"worse at night, aggravates with night, aggravates with lying, aggravates with touch, aggravates with cold"
33,tellurium,general characteristics,worse when lying,,"worse when lying, aggravates with night, aggravates with lying, aggravates with touch, aggravates with cold"
33,tellurium,general characteristics,worse from touch,,"worse from touch, aggravates with night, aggravates with lying, aggravates with touch, aggravates with cold"
33,tellurium,general characteristics,worse from cold,,"worse from cold, aggravates with night, aggravates with lying, aggravates with touch, aggravates with cold"
33,tellurium,inferior extremities,sciatica worse at night,,"worse at night, aggravates with night, aggravates with lying, aggravates with touch, aggravates with cold"
